Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Chad,TCD,0-30mo,4,403531.391528481,26876.3299357457,422.045771243265,28.1089034403105,18230.5444336379,1304.36707290498,19.0676704665519,1.36422362239168,385300.847094843,25571.9628628407,402.978100776713,26.7446798179188,4.32329301621531,4.60888563800649,PMC co-delivery with EPI only
