Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Nigeria,NGA,0-30mo,6,9093757.63601367,404180.401012476,880.233535200042,39.1213441479478,431372.283557051,25769.9096681002,41.7538228307973,2.49432207926968,8662385.35245662,378410.491344376,838.479712369244,36.6270220686781,6.14326189060661,7.27560574313883,PMC co-delivery with EPI only
