"","Country","Region (admin-1)","PMC delivery strategy (vs. comparator)","Cost-effectiveness threshold (lower)","Cost-effectiveness threshold (upper)","Additional clinical malaria cases averted","Additional hospitalisations averted","Additional deaths averted","Additional DALYs averted","Difference in treatment costs","Difference in implementation costs","Difference in implementation costs (incl. national costs)","Difference in total costs","Difference in total costs (incl. national costs)","ICER based on regional costs only (no national costs)","Cost-effective? (lower country-specific threshold)","Cost-effective? (higher country-specific threshold)","Cost-effective? ($250 / DALY averted threshold)","ICER including national costs for every individual region (i.e. double-counting, just done for calculation purposes)","ICER (incl. national costs) below CET lower bound (Y/N)","ICER (incl. national costs) below CET upper bound (Y/N)","ICER (incl. national costs) below $250 / DALY averted threshold (Y/N)","Current scenario chosen"
"427","KEN","Nyeri","PMC co-delivery with EPI only vs No PMC",353,1037,334.81138908505,28.641775114725,6.15798164966588,27.0427185832619,-5446.12771253844,384386.381153081,565590.381153081,378940.253440542,560144.253440542,14012.6538045286,"no","no","no",20713.3114858964,"no","no","no",NA
"428","KEN","Nyeri","No PMC vs PMC co-delivery with EPI only",353,1037,-334.81138908505,-28.641775114725,-6.15798164966588,-27.0427185832619,5446.12771253844,-384386.381153081,-565590.381153081,-378940.253440542,-560144.253440542,14012.6538045286,"no","no","no",20713.3114858964,"no","no","no",NA
"429","KEN","Samburu","PMC co-delivery with EPI only vs No PMC",353,1037,75.2352456478502,6.5320001941286,1.40438004173765,6.11013359559712,-1232.08944648067,173630.508583172,354834.508583172,172398.419136691,353602.419136691,28215.163619486,"no","no","no",57871.4709923024,"no","no","no",NA
"430","KEN","Samburu","No PMC vs PMC co-delivery with EPI only",353,1037,-75.2352456478502,-6.5320001941286,-1.40438004173765,-6.11013359559712,1232.08944648067,-173630.508583172,-354834.508583172,-172398.419136691,-353602.419136691,28215.163619486,"no","no","no",57871.4709923024,"no","no","no",NA
"431","KEN","Siaya","PMC co-delivery with EPI only vs No PMC",353,1037,2541.6072165784,123.00377848307,26.44581237386,172.427282957606,-33178.8888964295,377514.505554956,558718.505554956,344335.616658526,525539.616658526,1996.99032979129,"no","no","no",3047.89130608605,"no","no","no",NA
"432","KEN","Siaya","No PMC vs PMC co-delivery with EPI only",353,1037,-2541.6072165784,-123.00377848307,-26.44581237386,-172.427282957606,33178.8888964295,-377514.505554956,-558718.505554956,-344335.616658526,-525539.616658526,1996.99032979129,"no","no","no",3047.89130608605,"no","no","no",NA
"433","KEN","Taita_Taveta","PMC co-delivery with EPI only vs No PMC",353,1037,91.1667885726,5.8301553122068,1.25348339212446,6.67840026585056,-1312.72114483917,218457.911006448,399661.911006448,217145.189861609,398349.189861609,32514.5515718731,"no","no","no",59647.3966824861,"no","no","no",NA
"434","KEN","Taita_Taveta","No PMC vs PMC co-delivery with EPI only",353,1037,-91.1667885726,-5.8301553122068,-1.25348339212446,-6.67840026585056,1312.72114483917,-218457.911006448,-399661.911006448,-217145.189861609,-398349.189861609,32514.5515718731,"no","no","no",59647.3966824861,"no","no","no",NA
"435","KEN","Tana_River","PMC co-delivery with EPI only vs No PMC",353,1037,166.56747435373,13.358038944478,2.87197837306277,13.1435387447186,-2632.38152983379,174691.943787506,355895.943787506,172059.562257673,353263.562257672,13090.8095300294,"no","no","no",26877.3554153841,"no","no","no",NA
"436","KEN","Tana_River","No PMC vs PMC co-delivery with EPI only",353,1037,-166.56747435373,-13.358038944478,-2.87197837306277,-13.1435387447186,2632.38152983379,-174691.943787506,-355895.943787506,-172059.562257673,-353263.562257672,13090.8095300294,"no","no","no",26877.3554153841,"no","no","no",NA
"437","KEN","Tharaka_Nithi","PMC co-delivery with EPI only vs No PMC",353,1037,245.78326928401,17.957681635674,3.8609015516699,18.7842199426991,-3732.70797816056,245499.261730717,426703.261730717,241766.553752556,422970.553752556,12870.7263059132,"no","no","no",22517.333966639,"no","no","no",NA
"438","KEN","Tharaka_Nithi","No PMC vs PMC co-delivery with EPI only",353,1037,-245.78326928401,-17.957681635674,-3.8609015516699,-18.7842199426991,3732.70797816056,-245499.261730717,-426703.261730717,-241766.553752556,-422970.553752556,12870.7263059132,"no","no","no",22517.333966639,"no","no","no",NA
"439","KEN","Trans_Nzoia","PMC co-delivery with EPI only vs No PMC",353,1037,118.61394907825,10.034361520394,2.15738772688471,9.54126921208791,-1919.67060476043,319838.204543334,501042.204543334,317918.533938573,499122.533938573,33320.3609364465,"no","no","no",52311.9642516984,"no","no","no",NA
"440","KEN","Trans_Nzoia","No PMC vs PMC co-delivery with EPI only",353,1037,-118.61394907825,-10.034361520394,-2.15738772688471,-9.54126921208791,1919.67060476043,-319838.204543334,-501042.204543334,-317918.533938573,-499122.533938573,33320.3609364465,"no","no","no",52311.9642516984,"no","no","no",NA
"441","KEN","Turkana","PMC co-delivery with EPI only vs No PMC",353,1037,704.433362078878,57.4696322851,12.3559709412965,55.9255335012376,-11217.1138472301,448487.486331801,629691.4863318,437270.37248457,618474.37248457,7818.7966231005,"no","no","no",11058.8908815842,"no","no","no",NA
"442","KEN","Turkana","No PMC vs PMC co-delivery with EPI only",353,1037,-704.433362078878,-57.4696322851,-12.3559709412965,-55.9255335012376,11217.1138472301,-448487.486331801,-629691.4863318,-437270.37248457,-618474.37248457,7818.7966231005,"no","no","no",11058.8908815842,"no","no","no",NA
"443","KEN","Uasin_Gishu","PMC co-delivery with EPI only vs No PMC",353,1037,158.31876809515,15.053384466957,3.23647766039575,13.3128349673537,-2705.7940619864,398291.329323795,579495.329323795,395585.535261808,576789.535261808,29714.5976970254,"no","no","no",43325.8232882955,"no","no","no",NA
"444","KEN","Uasin_Gishu","No PMC vs PMC co-delivery with EPI only",353,1037,-158.31876809515,-15.053384466957,-3.23647766039575,-13.3128349673537,2705.7940619864,-398291.329323795,-579495.329323795,-395585.535261808,-576789.535261808,29714.5976970254,"no","no","no",43325.8232882955,"no","no","no",NA
"445","KEN","Vihiga","PMC co-delivery with EPI only vs No PMC",353,1037,1063.6972396283,80.252041460589,17.2541889140267,82.1762696493282,-16373.5378689607,265497.354940579,446701.354940579,249123.817071618,430327.817071618,3031.5785583199,"no","no","no",5236.64336319915,"no","no","no",NA
"446","KEN","Vihiga","No PMC vs PMC co-delivery with EPI only",353,1037,-1063.6972396283,-80.252041460589,-17.2541889140267,-82.1762696493282,16373.5378689607,-265497.354940579,-446701.354940579,-249123.817071618,-430327.817071618,3031.5785583199,"no","no","no",5236.64336319915,"no","no","no",NA
"447","KEN","Wajir","PMC co-delivery with EPI only vs No PMC",353,1037,643.1758495125,44.6976844938521,9.61000216617808,48.356762528998,-9569.50476790361,341153.264549752,522357.264549752,331583.759781848,512787.759781848,6857.02976048092,"no","no","no",10604.2615957664,"no","no","no",NA
"448","KEN","Wajir","No PMC vs PMC co-delivery with EPI only",353,1037,-643.1758495125,-44.6976844938521,-9.61000216617808,-48.356762528998,9569.50476790361,-341153.264549752,-522357.264549752,-331583.759781848,-512787.759781848,6857.02976048092,"no","no","no",10604.2615957664,"no","no","no",NA
"449","KEN","West_Pokot","PMC co-delivery with EPI only vs No PMC",353,1037,266.69865553348,22.000229495894,4.7300493416172,21.2577112967786,-4267.74371665926,293152.060051219,474356.060051219,288884.31633456,470088.31633456,13589.6245979377,"no","no","no",22113.7783730179,"no","no","no",NA
"450","KEN","West_Pokot","No PMC vs PMC co-delivery with EPI only",353,1037,-266.69865553348,-22.000229495894,-4.7300493416172,-21.2577112967786,4267.74371665926,-293152.060051219,-474356.060051219,-288884.31633456,-470088.31633456,13589.6245979377,"no","no","no",22113.7783730179,"no","no","no",NA
"451","LBR","Bomi","PMC co-delivery with EPI only vs No PMC",93.1,482.4,364.608337329901,21.963145312898,4.72207624227307,26.2381997727135,-2513.35128103225,76760.8099172496,246053.80991725,74247.4586362174,243540.458636217,2829.74667772105,"no","no","no",9281.90427490715,"no","no","no",NA
"452","LBR","Bomi","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-364.608337329901,-21.963145312898,-4.72207624227307,-26.2381997727135,2513.35128103225,-76760.8099172496,-246053.80991725,-74247.4586362174,-243540.458636217,2829.74667772105,"no","no","no",9281.90427490715,"no","no","no",NA
"453","LBR","Bong","PMC co-delivery with EPI only vs No PMC",93.1,482.4,5086.28052151611,169.941770808065,36.537480723734,318.540042838529,-27216.5403712849,299629.136592485,468922.136592485,272412.5962212,441705.5962212,855.191057908185,"no","no","no",1386.65642248659,"no","no","no",NA
"454","LBR","Bong","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-5086.28052151611,-169.941770808065,-36.537480723734,-318.540042838529,27216.5403712849,-299629.136592485,-468922.136592485,-272412.5962212,-441705.5962212,855.191057908185,"no","no","no",1386.65642248659,"no","no","no",NA
"455","LBR","Gbapolu","PMC co-delivery with EPI only vs No PMC",93.1,482.4,432.95120148438,21.847005126721,4.69710610224501,29.6832690598023,-2741.0899644461,179805.208117925,349098.208117925,177064.118153479,346357.118153479,5965.11515617606,"no","no","no",11668.4290216041,"no","no","no",NA
"456","LBR","Gbapolu","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-432.95120148438,-21.847005126721,-4.69710610224501,-29.6832690598023,2741.0899644461,-179805.208117925,-349098.208117925,-177064.118153479,-346357.118153479,5965.11515617606,"no","no","no",11668.4290216041,"no","no","no",NA
"457","LBR","Grand_Bassa","PMC co-delivery with EPI only vs No PMC",93.1,482.4,2047.7985216316,90.19128961945,19.3911272681817,135.82429339078,-12209.3888963191,227750.759146956,397043.759146956,215541.370250637,384834.370250637,1586.91324555986,"no","no","no",2833.3250307692,"no","no","no",NA
"458","LBR","Grand_Bassa","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-2047.7985216316,-90.19128961945,-19.3911272681817,-135.82429339078,12209.3888963191,-227750.759146956,-397043.759146956,-215541.370250637,-384834.370250637,1586.91324555986,"no","no","no",2833.3250307692,"no","no","no",NA
"459","LBR","Grand_Cape_Mount","PMC co-delivery with EPI only vs No PMC",93.1,482.4,567.07170853014,31.99604455046,6.8791495783489,40.0552806385972,-3784.63014643361,184432.532508378,353725.532508378,180647.902361944,349940.902361944,4509.96471581009,"no","no","no",8736.44864754092,"no","no","no",NA
"460","LBR","Grand_Cape_Mount","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-567.07170853014,-31.99604455046,-6.8791495783489,-40.0552806385972,3784.63014643361,-184432.532508378,-353725.532508378,-180647.902361944,-349940.902361944,4509.96471581009,"no","no","no",8736.44864754092,"no","no","no",NA
"461","LBR","Grand_Gedeh","PMC co-delivery with EPI only vs No PMC",93.1,482.4,887.184569511252,47.508591619019,10.2143471980891,61.7794029284925,-5774.49253824916,115818.514762237,285111.514762237,110044.022223988,279337.022223988,1781.2412714859,"no","no","no",4521.52350108192,"no","no","no",NA
"462","LBR","Grand_Gedeh","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-887.184569511252,-47.508591619019,-10.2143471980891,-61.7794029284925,5774.49253824916,-115818.514762237,-285111.514762237,-110044.022223988,-279337.022223988,1781.2412714859,"no","no","no",4521.52350108192,"no","no","no",NA
"463","LBR","Grand_Kru","PMC co-delivery with EPI only vs No PMC",93.1,482.4,364.70343765118,12.852338372361,2.76325275005761,23.0724890737919,-1989.86256305639,142525.707134409,311818.707134409,140535.844571353,309828.844571353,6091.05693459785,"no","no","no",13428.4967512798,"no","no","no",NA
"464","LBR","Grand_Kru","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-364.70343765118,-12.852338372361,-2.76325275005761,-23.0724890737919,1989.86256305639,-142525.707134409,-311818.707134409,-140535.844571353,-309828.844571353,6091.05693459785,"no","no","no",13428.4967512798,"no","no","no",NA
"465","LBR","Lofa","PMC co-delivery with EPI only vs No PMC",93.1,482.4,2017.7720153774,97.585274162125,20.9808339448569,136.866048192667,-12531.5062483669,243986.270819779,413279.270819779,231454.764571412,400747.764571412,1691.10431423863,"no","no","no",2928.02904638028,"no","no","no",NA
"466","LBR","Lofa","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-2017.7720153774,-97.585274162125,-20.9808339448569,-136.866048192667,12531.5062483669,-243986.270819779,-413279.270819779,-231454.764571412,-400747.764571412,1691.10431423863,"no","no","no",2928.02904638028,"no","no","no",NA
"467","LBR","Margibi","PMC co-delivery with EPI only vs No PMC",93.1,482.4,1439.3843175625,81.563239579567,17.5360965096069,101.792607569377,-9626.4687929791,159858.987236194,329151.987236194,150232.518443215,319525.518443215,1475.86865127533,"no","no","no",3138.98549288505,"no","no","no",NA
"468","LBR","Margibi","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-1439.3843175625,-81.563239579567,-17.5360965096069,-101.792607569377,9626.4687929791,-159858.987236194,-329151.987236194,-150232.518443215,-319525.518443215,1475.86865127533,"no","no","no",3138.98549288505,"no","no","no",NA
"469","LBR","Maryland","PMC co-delivery with EPI only vs No PMC",93.1,482.4,613.434337659601,30.831061640342,6.6286782526735,42.0143606714784,-3876.67466990992,78763.8641295774,248056.864129577,74887.1894596675,244180.189459667,1782.41887447082,"no","no","no",5811.82685056137,"no","no","no",NA
"470","LBR","Maryland","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-613.434337659601,-30.831061640342,-6.6286782526735,-42.0143606714784,3876.67466990992,-78763.8641295774,-248056.864129577,-74887.1894596675,-244180.189459667,1782.41887447082,"no","no","no",5811.82685056137,"no","no","no",NA
"471","LBR","Montserrado","PMC co-delivery with EPI only vs No PMC",93.1,482.4,1879.0377531576,150.542269413778,32.3665879239623,148.219635167032,-15100.3466225525,243160.774831307,412453.774831307,228060.428208754,397353.428208754,1538.66542682923,"no","no","no",2680.84203392464,"no","no","no",NA
"472","LBR","Montserrado","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-1879.0377531576,-150.542269413778,-32.3665879239623,-148.219635167032,15100.3466225525,-243160.774831307,-412453.774831307,-228060.428208754,-397353.428208754,1538.66542682923,"no","no","no",2680.84203392464,"no","no","no",NA
"473","LBR","Nimba","PMC co-delivery with EPI only vs No PMC",93.1,482.4,7121.83278764829,267.85853984157,57.5895860659375,456.428244034928,-39828.0917795768,247356.009827315,416649.009827315,207527.918047739,376820.918047739,454.678080859206,"no","yes","no",825.58632813026,"no","no","no",NA
"474","LBR","Nimba","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-7121.83278764829,-267.85853984157,-57.5895860659375,-456.428244034928,39828.0917795768,-247356.009827315,-416649.009827315,-207527.918047739,-376820.918047739,454.678080859206,"no","yes","no",825.58632813026,"no","no","no",NA
"475","LBR","River_Gee","PMC co-delivery with EPI only vs No PMC",93.1,482.4,353.587909188631,15.173155759033,3.26222848819209,23.3132415727637,-2085.1689110957,75429.0584734026,244722.058473403,73343.8895623069,242636.889562307,3146.01851198561,"no","no","no",10407.6856410124,"no","no","no",NA
"476","LBR","River_Gee","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-353.587909188631,-15.173155759033,-3.26222848819209,-23.3132415727637,2085.1689110957,-75429.0584734026,-244722.058473403,-73343.8895623069,-242636.889562307,3146.01851198561,"no","no","no",10407.6856410124,"no","no","no",NA
"477","LBR","Rivercess","PMC co-delivery with EPI only vs No PMC",93.1,482.4,676.749670396271,30.708759800092,6.60238335701978,45.2008816006419,-4086.81466365374,77916.2642100185,247209.264210018,73829.4495463647,243122.449546365,1633.36304363843,"no","no","no",5378.71034672279,"no","no","no",NA
"478","LBR","Rivercess","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-676.749670396271,-30.708759800092,-6.60238335701978,-45.2008816006419,4086.81466365374,-77916.2642100185,-247209.264210018,-73829.4495463647,-243122.449546365,1633.36304363843,"no","no","no",5378.71034672279,"no","no","no",NA
"479","LBR","Sinoe","PMC co-delivery with EPI only vs No PMC",93.1,482.4,1261.5879728108,46.327508318508,9.96041428847923,80.4629595081916,-6990.79124450366,255342.750166119,424635.750166119,248351.958921615,417644.958921615,3086.53771175707,"no","no","no",5190.52445341756,"no","no","no",NA
"480","LBR","Sinoe","No PMC vs PMC co-delivery with EPI only",93.1,482.4,-1261.5879728108,-46.327508318508,-9.96041428847923,-80.4629595081916,6990.79124450366,-255342.750166119,-424635.750166119,-248351.958921615,-417644.958921615,3086.53771175707,"no","no","no",5190.52445341756,"no","no","no",NA
"481","MDG","Antananarivo","PMC co-delivery with EPI only vs No PMC",33,158,1315.7679095171,117.94012621619,25.3571271364809,108.147327308606,-9839.41737179831,386617.108400205,553379.108400205,376777.691028407,543539.691028407,3483.92975032333,"no","no","no",5025.91885121098,"no","no","no",NA
"482","MDG","Antananarivo","No PMC vs PMC co-delivery with EPI only",33,158,-1315.7679095171,-117.94012621619,-25.3571271364809,-108.147327308606,9839.41737179831,-386617.108400205,-553379.108400205,-376777.691028407,-543539.691028407,3483.92975032333,"no","no","no",5025.91885121098,"no","no","no",NA
"483","MDG","Antsiranana","PMC co-delivery with EPI only vs No PMC",33,158,714.2498814953,61.1244230935131,13.1417509651053,57.698043192803,-5188.99887629606,134584.733082864,301346.733082864,129395.734206567,296157.734206567,2242.63644044531,"no","no","no",5132.89043818923,"no","no","no",NA
"484","MDG","Antsiranana","No PMC vs PMC co-delivery with EPI only",33,158,-714.2498814953,-61.1244230935131,-13.1417509651053,-57.698043192803,5188.99887629606,-134584.733082864,-301346.733082864,-129395.734206567,-296157.734206567,2242.63644044531,"no","no","no",5132.89043818923,"no","no","no",NA
"485","MDG","Fianarantsoa","PMC co-delivery with EPI only vs No PMC",33,158,2847.0134894339,234.74043927514,50.4691944441551,226.887360828877,-20215.8398314171,345695.023006874,512457.023006874,325479.183175457,492241.183175457,1434.54083112607,"no","no","no",2169.53990463451,"no","no","no",NA
"486","MDG","Fianarantsoa","No PMC vs PMC co-delivery with EPI only",33,158,-2847.0134894339,-234.74043927514,-50.4691944441551,-226.887360828877,20215.8398314171,-345695.023006874,-512457.023006874,-325479.183175457,-492241.183175457,1434.54083112607,"no","no","no",2169.53990463451,"no","no","no",NA
"487","MDG","Mahajanga","PMC co-delivery with EPI only vs No PMC",33,158,2220.6064686312,194.48223035235,41.8136795257553,180.930746062809,-16366.1521021389,252232.946017917,418994.946017917,235866.793915778,402628.793915778,1303.63025106799,"no","no","no",2225.31992310477,"no","no","no",NA
"488","MDG","Mahajanga","No PMC vs PMC co-delivery with EPI only",33,158,-2220.6064686312,-194.48223035235,-41.8136795257553,-180.930746062809,16366.1521021389,-252232.946017917,-418994.946017917,-235866.793915778,-402628.793915778,1303.63025106799,"no","no","no",2225.31992310477,"no","no","no",NA
"489","MDG","Toamasina","PMC co-delivery with EPI only vs No PMC",33,158,2811.843729899,193.25235250571,41.5492557887276,210.655848896836,-17939.2806583888,241567.666827551,408329.666827551,223628.386169162,390390.386169162,1061.58166193942,"no","no","no",1853.21408455336,"no","no","no",NA
"490","MDG","Toamasina","No PMC vs PMC co-delivery with EPI only",33,158,-2811.843729899,-193.25235250571,-41.5492557887276,-210.655848896836,17939.2806583888,-241567.666827551,-408329.666827551,-223628.386169162,-390390.386169162,1061.58166193942,"no","no","no",1853.21408455336,"no","no","no",NA
"491","MDG","Toliary","PMC co-delivery with EPI only vs No PMC",33,158,1907.4266770041,153.77193049211,33.0609650558036,150.791392338464,-13360.3579698377,282902.603854187,449664.603854187,269542.24588435,436304.24588435,1787.5174551034,"no","no","no",2893.42938690445,"no","no","no",NA
"492","MDG","Toliary","No PMC vs PMC co-delivery with EPI only",33,158,-1907.4266770041,-153.77193049211,-33.0609650558036,-150.791392338464,13360.3579698377,-282902.603854187,-449664.603854187,-269542.24588435,-436304.24588435,1787.5174551034,"no","no","no",2893.42938690445,"no","no","no",NA
"493","MLI","Bamako","PMC co-delivery with EPI only vs No PMC",54,272,2022.0011611562,172.14883600529,37.0119997411373,163.029854148807,-18824.9332003884,161593.207920331,332929.207920331,142768.274719943,314104.274719943,875.718594397012,"no","no","no",1926.66721294642,"no","no","no",NA
"494","MLI","Bamako","No PMC vs PMC co-delivery with EPI only",54,272,-2022.0011611562,-172.14883600529,-37.0119997411373,-163.029854148807,18824.9332003884,-161593.207920331,-332929.207920331,-142768.274719943,-314104.274719943,875.718594397012,"no","no","no",1926.66721294642,"no","no","no",NA
"495","MLI","Gao","PMC co-delivery with EPI only vs No PMC",54,272,398.48797275317,27.65925212126,5.9467392060709,29.9483063486102,-3322.74094864511,175494.018143429,346830.018143429,172171.277194784,343507.277194784,5748.94871151115,"no","no","no",11470.006790909,"no","no","no",NA
"496","MLI","Gao","No PMC vs PMC co-delivery with EPI only",54,272,-398.48797275317,-27.65925212126,-5.9467392060709,-29.9483063486102,3322.74094864511,-175494.018143429,-346830.018143429,-172171.277194784,-343507.277194784,5748.94871151115,"no","no","no",11470.006790909,"no","no","no",NA
"497","MLI","Kayes","PMC co-delivery with EPI only vs No PMC",54,272,3711.8106123878,276.47390647207,59.4418898914952,285.515260684058,-32114.1512252578,374778.997048328,546114.997048328,342664.84582307,514000.845823071,1200.16297903688,"no","no","no",1800.25699709217,"no","no","no",NA
"498","MLI","Kayes","No PMC vs PMC co-delivery with EPI only",54,272,-3711.8106123878,-276.47390647207,-59.4418898914952,-285.515260684058,32114.1512252578,-374778.997048328,-546114.997048328,-342664.84582307,-514000.845823071,1200.16297903688,"no","no","no",1800.25699709217,"no","no","no",NA
"499","MLI","Kidal","PMC co-delivery with EPI only vs No PMC",54,272,40.1935209945,3.30399264367,0.710358418389049,3.19965901071672,-366.913511533428,143348.151733191,314684.151733191,142981.238221657,314317.238221657,44686.3986889746,"no","no","no",98234.6047403504,"no","no","no",NA
"500","MLI","Kidal","No PMC vs PMC co-delivery with EPI only",54,272,-40.1935209945,-3.30399264367,-0.710358418389049,-3.19965901071672,366.913511533428,-143348.151733191,-314684.151733191,-142981.238221657,-314317.238221657,44686.3986889746,"no","no","no",98234.6047403504,"no","no","no",NA
"501","MLI","Koulikoro","PMC co-delivery with EPI only vs No PMC",54,272,17388.945468865,1071.9174112045,230.462243408968,1259.86347801129,-136651.234585998,440480.51703518,611816.51703518,303829.282449182,475165.282449182,241.160481077505,"no","yes","yes",377.156168697926,"no","no","no",NA
"502","MLI","Koulikoro","No PMC vs PMC co-delivery with EPI only",54,272,-17388.945468865,-1071.9174112045,-230.462243408968,-1259.86347801129,136651.234585998,-440480.51703518,-611816.51703518,-303829.282449182,-475165.282449182,241.160481077505,"no","yes","yes",377.156168697926,"no","no","no",NA
"503","MLI","Mopti","PMC co-delivery with EPI only vs No PMC",54,272,12106.650972191,668.892846849219,143.811962072582,850.213910285271,-90357.9759710468,394990.498705657,566326.498705657,304632.52273461,475968.52273461,358.301033480383,"no","no","no",559.822083568251,"no","no","no",NA
"504","MLI","Mopti","No PMC vs PMC co-delivery with EPI only",54,272,-12106.650972191,-668.892846849219,-143.811962072582,-850.213910285271,90357.9759710468,-394990.498705657,-566326.498705657,-304632.52273461,-475968.52273461,358.301033480383,"no","no","no",559.822083568251,"no","no","no",NA
"505","MLI","Segou","PMC co-delivery with EPI only vs No PMC",54,272,30163.424782985,1463.3181850078,314.613409776677,2047.56939231494,-212569.69196588,395747.814499217,567083.814499217,183178.122533337,354514.122533337,89.4612525567398,"no","yes","yes",173.139002694571,"no","yes","yes",NA
"506","MLI","Segou","No PMC vs PMC co-delivery with EPI only",54,272,-30163.424782985,-1463.3181850078,-314.613409776677,-2047.56939231494,212569.69196588,-395747.814499217,-567083.814499217,-183178.122533337,-354514.122533337,89.4612525567398,"no","yes","yes",173.139002694571,"no","yes","yes",NA
"507","MLI","Sikasso","PMC co-delivery with EPI only vs No PMC",54,272,3702.50308991881,238.20893256026,51.2149205004558,271.72436611683,-29712.3404423086,412179.160068664,583515.160068664,382466.819626356,553802.819626356,1407.55437244046,"no","no","no",2038.10511195836,"no","no","no",NA
"508","MLI","Sikasso","No PMC vs PMC co-delivery with EPI only",54,272,-3702.50308991881,-238.20893256026,-51.2149205004558,-271.72436611683,29712.3404423086,-412179.160068664,-583515.160068664,-382466.819626356,-553802.819626356,1407.55437244046,"no","no","no",2038.10511195836,"no","no","no",NA
"509","MLI","Timbuktu","PMC co-delivery with EPI only vs No PMC",54,272,612.325270772029,45.157724694348,9.70891080928479,46.9434770030066,-5269.88576198644,225964.221395482,397300.221395482,220694.335633495,392030.335633495,4701.27799905747,"no","no","no",8351.11416242957,"no","no","no",NA
"510","MLI","Timbuktu","No PMC vs PMC co-delivery with EPI only",54,272,-612.325270772029,-45.157724694348,-9.70891080928479,-46.9434770030066,5269.88576198644,-225964.221395482,-397300.221395482,-220694.335633495,-392030.335633495,4701.27799905747,"no","no","no",8351.11416242957,"no","no","no",NA
"511","MOZ","Cabo_Delgado","PMC co-delivery with EPI only vs No PMC",71,362,8889.082036539,458.06308833918,98.483563992924,612.749138605524,-69800.5607378982,417566.682212129,584915.682212129,347766.121474231,515115.121474231,567.5505677016,"no","no","no",840.662334746835,"no","no","no",NA
"512","MOZ","Cabo_Delgado","No PMC vs PMC co-delivery with EPI only",71,362,-8889.082036539,-458.06308833918,-98.483563992924,-612.749138605524,69800.5607378982,-417566.682212129,-584915.682212129,-347766.121474231,-515115.121474231,567.5505677016,"no","no","no",840.662334746835,"no","no","no",NA
"513","MOZ","Gaza","PMC co-delivery with EPI only vs No PMC",71,362,7.64334192516,0.0476571081659802,0.0102462782556849,0.406395111824921,-31.784673323456,326019.818376518,493368.818376518,325988.033703194,493337.033703194,802145.557901379,"no","no","no",1213934.46758712,"no","no","no",NA
"514","MOZ","Gaza","No PMC vs PMC co-delivery with EPI only",71,362,-7.64334192516,-0.0476571081659802,-0.0102462782556849,-0.406395111824921,31.784673323456,-326019.818376518,-493368.818376518,-325988.033703194,-493337.033703194,802145.557901379,"no","no","no",1213934.46758712,"no","no","no",NA
"515","MOZ","Inhambane","PMC co-delivery with EPI only vs No PMC",71,362,828.319818472801,58.0443314722201,12.4795312665273,62.4437380944453,-7756.9290044504,344550.998653715,511899.998653715,336794.069649265,504143.069649265,5393.56034611298,"no","no","no",8073.55685347913,"no","no","no",NA
"516","MOZ","Inhambane","No PMC vs PMC co-delivery with EPI only",71,362,-828.319818472801,-58.0443314722201,-12.4795312665273,-62.4437380944453,7756.9290044504,-344550.998653715,-511899.998653715,-336794.069649265,-504143.069649265,5393.56034611298,"no","no","no",8073.55685347913,"no","no","no",NA
"517","MOZ","Manica","PMC co-delivery with EPI only vs No PMC",71,362,1421.914337757,111.65998052476,24.0068958128232,111.375304448224,-14295.9480725916,296036.039662257,463385.039662257,281740.091589665,449089.091589665,2529.64598377947,"no","no","no",4032.21426701856,"no","no","no",NA
"518","MOZ","Manica","No PMC vs PMC co-delivery with EPI only",71,362,-1421.914337757,-111.65998052476,-24.0068958128232,-111.375304448224,14295.9480725916,-296036.039662257,-463385.039662257,-281740.091589665,-449089.091589665,2529.64598377947,"no","no","no",4032.21426701856,"no","no","no",NA
"519","MOZ","Maputo","PMC co-delivery with EPI only vs No PMC",71,362,6.0950175501907,1.09516964784633,0.235461474286961,0.691964932510249,-111.558774975783,216192.720529935,383541.720529935,216081.161754959,383430.161754959,312271.838648065,"no","no","no",554117.909362813,"no","no","no",NA
"520","MOZ","Maputo","No PMC vs PMC co-delivery with EPI only",71,362,-6.0950175501907,-1.09516964784633,-0.235461474286961,-0.691964932510249,111.558774975783,-216192.720529935,-383541.720529935,-216081.161754959,-383430.161754959,312271.838648065,"no","no","no",554117.909362813,"no","no","no",NA
"521","MOZ","Maputo_City","PMC co-delivery with EPI only vs No PMC",71,362,1467.2466238643,118.22525876864,25.4184306352576,115.971967868566,-14996.8146098943,160084.228429844,327433.228429844,145087.41381995,312436.41381995,1251.05589295839,"no","no","no",2694.06839913282,"no","no","no",NA
