Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Equatorial Guinea,GNQ,0-30mo,6,90850.9116554798,3546.77870109471,1442.37591749109,56.3104081429312,8483.58649540966,403.51836368449,134.682841520512,6.4063632912912,82367.3251600702,3143.26033741022,1307.69307597058,49.90404485164,9.11686038682869,11.1722227121389,PMC co-delivery with EPI only
