"Country","Iso code","Age group","N doses","clinical_cases_no_PMC","severe_cases_no_PMC","clinical_cases_no_PMC_per1000","severe_cases_no_PMC_per1000","clinical_cases_averted_with_PMC","severe_cases_averted_with_PMC","clinical_cases_averted_with_PMC_per1000","severe_cases_averted_with_PMC_per1000","clinical_cases_with_PMC","severe_cases_with_PMC","clinical_cases_with_PMC_per1000","severe_cases_with_PMC_per1000","clinical_cases_reduction","severe_cases_reduction"
"Sierra Leone","SLE","n_age_0_916",6,897252.605989882,26447.1737838455,2388.6681105837,70.4040422855163,103445.99266269,3552.89129265791,275.394047132291,9.45820368399987,793806.613327192,22894.2824911876,2113.27406345141,60.9458386015165,11.5195024480683,13.264554893971
