"Country","Iso code","Age group","age_in_days_midpoint","Admin-1 unit","units","N doses","clinical_cases_no_PMC","severe_cases_no_PMC","clinical_cases_no_PMC_per1000","severe_cases_no_PMC_per1000","clinical_cases_averted_with_PMC","severe_cases_averted_with_PMC","clinical_cases_averted_with_PMC_per1000","severe_cases_averted_with_PMC_per1000","clinical_cases_with_PMC","severe_cases_with_PMC","clinical_cases_with_PMC_per1000","severe_cases_with_PMC_per1000"
"Sierra Leone","SLE","n_age_28_34",31,"Northern","raw cases",6,190.109854849374,10.534831701104,192.741845860797,10.6806820167866,22.553577509479,0.965524554861409,22.865822307769,0.978891836382489,167.556277339895,9.56930714624255,169.876023553028,9.70179018040411
"Sierra Leone","SLE","n_age_35_41",38,"Northern","raw cases",6,257.969749577803,18.7303625485337,261.759536959763,19.0055269496394,11.4706244193789,-5.02617669755895,11.639137308037,-5.1000153591039,246.499125158424,23.7565392460926,250.120399651726,24.1055423087433
"Sierra Leone","SLE","n_age_42_48",45,"Northern","raw cases",6,300.76731685943,19.6916347419566,305.451040131072,19.998284310336,252.838572185843,18.6947949033161,256.775921219911,18.9859211030027,47.9287446735868,0.996839838640552,48.6751189111612,1.01236320733331
"Sierra Leone","SLE","n_age_49_55",52,"Northern","raw cases",6,376.021128766451,26.4767315054093,382.202143855665,26.9119545937631,316.951924399594,19.7693522268327,322.161963084644,20.0943197753822,59.0692043668565,6.7073792785766,60.0401807710207,6.81763481838089
"Sierra Leone","SLE","n_age_56_62",59,"Northern","raw cases",6,412.112158309735,23.3708932793932,419.27565111022,23.7771351782842,326.058697189723,18.2612963180678,331.726375472824,18.5787212279238,86.0534611200119,5.10959696132531,87.5492756373956,5.19841395036043
"Sierra Leone","SLE","n_age_63_69",66,"Northern","raw cases",6,525.853775419536,44.3012003611646,535.467472003576,45.1111180958831,449.670576487544,38.005931521865,457.891486343468,38.7007586983999,76.1831989319926,6.29526883929957,77.575985660108,6.41035939748317
"Sierra Leone","SLE","n_age_70_76",73,"Northern","raw cases",6,463.049533688603,38.9142423218211,471.921194483871,39.6598082556294,382.056638336247,33.181440466287,389.376539671423,33.8171704759262,80.9928953523559,5.73280185553404,82.5446548124484,5.84263777970319
"Sierra Leone","SLE","n_age_77_83",80,"Northern","raw cases",6,613.538530645655,34.7245460141865,625.827611962947,35.4200732685634,513.986170981412,32.8068142969101,524.281234022534,33.4639296833419,99.5523596642425,1.91773171727641,101.546377940413,1.95614358522146
"Sierra Leone","SLE","n_age_84_90",87,"Northern","raw cases",6,717.200045955643,31.1040558929704,732.253476388513,31.7569040686019,560.516151921975,22.5830621523443,572.280918177971,23.0570617804655,156.683894033668,8.52099374062617,159.972558210542,8.6998422881364
"Sierra Leone","SLE","n_age_91_97",94,"Northern","raw cases",6,857.890093809379,33.2492547114496,876.658261735287,33.9766527783335,719.025666146992,23.7328678335502,734.755879775363,24.2520747250596,138.864427662387,9.51638687789937,141.902381959924,9.72457805327388
"Sierra Leone","SLE","n_age_98_104",101,"Northern","raw cases",6,1006.25810487647,51.2701870738049,1029.05590763402,52.4317654070248,855.313058362105,44.194233160447,874.691047275686,45.1954985472602,150.945046514364,7.07595391335797,154.364860358334,7.23626685976456
"Sierra Leone","SLE","n_age_105_111",108,"Northern","raw cases",6,1152.75386964308,40.0589676264294,1179.87172920056,41.0013313752905,939.98130035766,27.1748552810978,962.093809854285,27.8141278339072,212.772569285423,12.8841123453315,217.777919346275,13.1872035413833
"Sierra Leone","SLE","n_age_112_118",115,"Northern","raw cases",6,1318.35590780315,52.6678212377421,1350.59870015124,53.9559086301856,1034.4739575975,36.3218349104072,1059.77390035719,37.2101514672535,283.88195020565,16.3459863273349,290.824799794046,16.7457571629321
"Sierra Leone","SLE","n_age_119_125",122,"Northern","raw cases",6,1285.78360221021,73.3566123253374,1318.388125766,75.2167677903965,807.749908265949,49.1054459524503,828.232593584051,50.3506474517712,478.033693944257,24.2511663728871,490.155532181949,24.8661203386253
"Sierra Leone","SLE","n_age_126_132",129,"Northern","raw cases",6,1572.12831648519,71.3822900837357,1613.39913643257,73.256186514826,791.137014812206,27.7015559499531,811.905595181664,28.4287649925514,780.991301672983,43.6807341337826,801.493541250906,44.8274215222746
"Sierra Leone","SLE","n_age_133_139",136,"Northern","raw cases",6,1775.32176196251,81.1065114507092,1823.58199019845,83.3113054423657,591.41854461747,18.4838807493411,607.49562684433,18.986345329431,1183.90321734504,62.6226307013682,1216.08636335412,64.3249601129347
"Sierra Leone","SLE","n_age_140_146",143,"Northern","raw cases",6,1923.37318413167,79.121450465484,1977.44594341851,81.3458316624055,448.309942315526,-8.42641271896341,460.91350557445,-8.6633087048091,1475.06324181615,87.5478631844475,1516.53243784406,90.0091403672146
"Sierra Leone","SLE","n_age_147_153",150,"Northern","raw cases",6,2054.28333534963,90.3070247454778,2113.89572739716,92.9276066638221,221.192746261133,-4.01096252661154,227.61144638944,-4.1273549767229,1833.0905890885,94.3179872720893,1886.28428100772,97.054961640545
"Sierra Leone","SLE","n_age_154_160",157,"Northern","raw cases",6,2247.36998511377,89.4602222468996,2314.39132789193,92.1281159448375,87.130277053383,-15.1587941036451,89.7286868405704,-15.6108615168675,2160.23970806039,104.619016350545,2224.66264105136,107.738977461705
"Sierra Leone","SLE","n_age_161_167",164,"Northern","raw cases",6,2404.9311892285,81.1303644580121,2478.75368149048,83.6207665656642,15.4884835898329,4.34886934839949,15.9639227479597,4.48236355200019,2389.44270563867,76.7814951096126,2462.78975874252,79.138403013664
"Sierra Leone","SLE","n_age_168_174",171,"Northern","raw cases",6,2674.07692826661,93.5972568355914,2758.66118347392,96.557850143585,-34.9240076763826,-2.31294595433948,-36.0286958575398,-2.38610720441969,2709.00093594299,95.9102027899309,2794.68987933146,98.9439573480047
"Sierra Leone","SLE","n_age_175_181",178,"Northern","raw cases",6,2644.33499083603,86.500809419191,2730.22116117114,89.3102958411638,-128.701724136063,-75.1860416448886,-132.88186706042,-77.6280322406012,2773.0367149721,161.68685106408,2863.10302823156,166.938328081765
"Sierra Leone","SLE","n_age_182_188",185,"Northern","raw cases",6,2821.47221553375,113.425435375686,2915.5164291037,117.206087834359,2020.2743970917,76.1851483602057,2087.61339686067,78.7245220686546,801.197818442053,37.2402870154802,827.903032243029,38.4815657657044
"Sierra Leone","SLE","n_age_189_195",192,"Northern","raw cases",6,3126.88437466206,157.357050545549,3234.00678277556,162.747869062751,2170.46126104011,111.830701763886,2244.81803575289,115.661855282399,956.423113621955,45.5263487816634,989.188747022667,47.086013780352
"Sierra Leone","SLE","n_age_196_202",199,"Northern","raw cases",6,3200.15570658551,135.623241850789,3312.73064662609,140.394190429336,1972.50715900612,85.3044481490873,2041.89593115173,88.3052843633429,1227.64854757939,50.3187937017021,1270.83471547436,52.0889060659931
"Sierra Leone","SLE","n_age_203_209",206,"Northern","raw cases",6,3314.94118535432,115.735647319788,3434.46698366572,119.908691384673,1748.02708744184,55.3164819857905,1811.05515382791,57.3110110888531,1566.91409791248,60.4191653339978,1623.41182983781,62.5976802958199
"Sierra Leone","SLE","n_age_210_216",213,"Northern","raw cases",6,3352.1876358861,145.633785905226,3476.21539105794,151.022097510947,1198.55012659147,51.8880507518879,1242.89534165959,53.807859293064,2153.63750929463,93.7457351533377,2233.32004939835,97.214238217883
"Sierra Leone","SLE","n_age_217_223",220,"Northern","raw cases",6,3530.43605416328,128.801095855173,3664.31899070544,133.685554510812,765.020755114376,8.84947884262591,794.03224934315,9.18507314206698,2765.4152990489,119.951617012547,2870.28674136229,124.500481368745
"Sierra Leone","SLE","n_age_224_230",227,"Northern","raw cases",6,3485.3101039169,131.171689691587,3620.87777715126,136.273858576279,492.919789192937,26.8184771973799,512.0928288708,27.86163216636,2992.39031472396,104.353212494207,3108.78494828046,108.412226409919
"Sierra Leone","SLE","n_age_231_237",234,"Northern","raw cases",6,3572.8783368627,91.8402082173635,3715.20532477994,95.4986983681217,388.073833348097,-21.8479029343048,403.53290432179,-22.7182225824343,3184.8045035146,113.688111151668,3311.67242045815,118.216920950556
"Sierra Leone","SLE","n_age_238_244",241,"Northern","raw cases",6,3550.78814511152,133.788141309411,3695.39546079262,139.236718693943,314.629028265983,24.2883227005636,327.44242556076,25.277474687274,3236.15911684554,109.499818608848,3367.95303523186,113.959244006669
"Sierra Leone","SLE","n_age_245_251",248,"Northern","raw cases",6,3952.36061195104,168.295108476498,4117.2158465496,175.314794257646,244.314989012339,18.5109295810717,254.50550773874,19.283031101742,3708.0456229387,149.784178895426,3862.71033881086,156.031763155904
"Sierra Leone","SLE","n_age_252_258",255,"Northern","raw cases",6,3660.41043953149,122.951738875571,3816.32793388938,128.188945841596,-185.262234135846,-21.0171187975961,-193.153595998891,-21.912356245876,3845.67267366734,143.968857673167,4009.48152988827,150.101302087472
"Sierra Leone","SLE","n_age_259_265",262,"Northern","raw cases",6,4013.11207772256,132.644798159505,4187.65605789956,138.413974442684,217.695056304424,-39.5020593232887,227.163359420891,-41.220139089301,3795.41702141813,172.146857482794,3960.49269847867,179.634113531985
