"Country","Rurality","Iso code","Admin-1 unit","Age group","age_in_days_midpoint","infection_class","units","value","Scenario","doses"
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_28_34",31,"severe","ppy",0.00970179018040411,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_35_41",38,"severe","ppy",0.0241055423087433,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_42_48",45,"severe","ppy",0.00101236320733331,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_49_55",52,"severe","ppy",0.00681763481838089,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_56_62",59,"severe","ppy",0.00519841395036043,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_63_69",66,"severe","ppy",0.00641035939748317,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_70_76",73,"severe","ppy",0.00584263777970319,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_77_83",80,"severe","ppy",0.00195614358522146,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_84_90",87,"severe","ppy",0.0086998422881364,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_91_97",94,"severe","ppy",0.00972457805327388,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_98_104",101,"severe","ppy",0.00723626685976456,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_105_111",108,"severe","ppy",0.0131872035413833,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_112_118",115,"severe","ppy",0.0167457571629321,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_119_125",122,"severe","ppy",0.0248661203386253,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_126_132",129,"severe","ppy",0.0448274215222746,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_133_139",136,"severe","ppy",0.0643249601129347,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_140_146",143,"severe","ppy",0.0900091403672146,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_147_153",150,"severe","ppy",0.097054961640545,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_154_160",157,"severe","ppy",0.107738977461705,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_161_167",164,"severe","ppy",0.079138403013664,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_168_174",171,"severe","ppy",0.0989439573480047,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_175_181",178,"severe","ppy",0.166938328081765,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_182_188",185,"severe","ppy",0.0384815657657044,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_189_195",192,"severe","ppy",0.047086013780352,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_196_202",199,"severe","ppy",0.0520889060659931,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_203_209",206,"severe","ppy",0.0625976802958199,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_210_216",213,"severe","ppy",0.097214238217883,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_217_223",220,"severe","ppy",0.124500481368745,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_224_230",227,"severe","ppy",0.108412226409919,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_231_237",234,"severe","ppy",0.118216920950556,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_238_244",241,"severe","ppy",0.113959244006669,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_245_251",248,"severe","ppy",0.156031763155904,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_252_258",255,"severe","ppy",0.150101302087472,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_259_265",262,"severe","ppy",0.179634113531985,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_266_272",269,"severe","ppy",0.137842702402598,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_273_279",276,"severe","ppy",0.0179746802949409,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_280_286",283,"severe","ppy",0.0269282357504979,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_287_293",290,"severe","ppy",0.0254881598679704,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_294_300",297,"severe","ppy",0.0451096279162784,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_301_307",304,"severe","ppy",0.0571698327229685,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_308_314",311,"severe","ppy",0.0801422415437016,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_315_321",318,"severe","ppy",0.0989567954848471,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_322_328",325,"severe","ppy",0.106049184046,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_329_335",332,"severe","ppy",0.147560879842248,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_336_342",339,"severe","ppy",0.159822344175576,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_343_349",346,"severe","ppy",0.133704237327172,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_350_356",353,"severe","ppy",0.134330184483726,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_357_363",360,"severe","ppy",0.0988534705821573,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_364_370",367,"severe","ppy",0.126851169063778,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_371_377",374,"severe","ppy",0.130353273700368,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_378_384",381,"severe","ppy",0.110306407324024,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_385_391",388,"severe","ppy",0.106383545198954,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_392_398",395,"severe","ppy",0.119102998871482,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_399_405",402,"severe","ppy",0.114601508362891,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_406_412",409,"severe","ppy",0.101940149925679,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_413_419",416,"severe","ppy",0.0762542508856649,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_420_426",423,"severe","ppy",0.123851466002182,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_427_433",430,"severe","ppy",0.111814082891786,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_434_440",437,"severe","ppy",0.0823607010776976,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_441_447",444,"severe","ppy",0.0903340474045119,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_448_454",451,"severe","ppy",0.145112383464613,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_455_461",458,"severe","ppy",0.0418115634482507,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_462_468",465,"severe","ppy",0.0727813932566499,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_469_475",472,"severe","ppy",0.0587804522500351,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_476_482",479,"severe","ppy",0.0582129473120729,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_483_489",486,"severe","ppy",0.0705075021641756,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_490_496",493,"severe","ppy",0.0907355520030107,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_497_503",500,"severe","ppy",0.0678189585047873,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_504_510",507,"severe","ppy",0.0983937367716628,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_511_517",514,"severe","ppy",0.0642796979182473,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_518_524",521,"severe","ppy",0.102325268896749,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_525_531",528,"severe","ppy",0.0889915820198863,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_532_538",535,"severe","ppy",0.0931441268305052,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_539_545",542,"severe","ppy",0.093493827434729,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_546_552",549,"severe","ppy",0.0796212362473746,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_553_559",556,"severe","ppy",0.0931548921130984,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_560_566",563,"severe","ppy",0.102896130758623,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_567_573",570,"severe","ppy",0.0682806943399308,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_574_580",577,"severe","ppy",0.0875446553106441,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_581_587",584,"severe","ppy",0.0900530818931451,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_588_594",591,"severe","ppy",0.0881357473663435,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_595_601",598,"severe","ppy",0.0748479809510098,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_602_608",605,"severe","ppy",0.100749761423775,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_609_615",612,"severe","ppy",0.0693451785283301,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_616_622",619,"severe","ppy",0.0793301775331217,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_623_629",626,"severe","ppy",0.0935133785985829,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_630_636",633,"severe","ppy",0.0790779631698015,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_637_643",640,"severe","ppy",0.0635958266513089,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_644_650",647,"severe","ppy",0.0651784845471328,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_651_657",654,"severe","ppy",0.0737366920427301,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_658_664",661,"severe","ppy",0.0609771233926427,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_665_671",668,"severe","ppy",0.0708345907133437,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_672_678",675,"severe","ppy",0.0643781181273687,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_679_685",682,"severe","ppy",0.0709085838249085,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_686_692",689,"severe","ppy",0.0629199727652033,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_693_699",696,"severe","ppy",0.0437859437418448,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_700_706",703,"severe","ppy",0.0525563670627399,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_707_713",710,"severe","ppy",0.0474596330485498,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_714_720",717,"severe","ppy",0.0498597213791592,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_721_727",724,"severe","ppy",0.0697514487160882,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_728_734",731,"severe","ppy",0.0397521633283203,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_735_741",738,"severe","ppy",0.0506607578165866,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_742_748",745,"severe","ppy",0.0629295459553647,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_749_755",752,"severe","ppy",0.0524274502799463,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_756_762",759,"severe","ppy",0.0449204120777564,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_763_769",766,"severe","ppy",0.0593929906392404,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_770_776",773,"severe","ppy",0.0450111791173442,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_777_783",780,"severe","ppy",0.0732932491737618,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_784_790",787,"severe","ppy",0.0530616397239726,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_791_797",794,"severe","ppy",0.0506352808796142,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_798_804",801,"severe","ppy",0.0491813036126548,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_805_811",808,"severe","ppy",0.0490652966876648,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_812_818",815,"severe","ppy",0.0625935233971864,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_819_825",822,"severe","ppy",0.0728317593837052,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_826_832",829,"severe","ppy",0.061404592753793,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_833_839",836,"severe","ppy",0.0416775593768515,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_840_846",843,"severe","ppy",0.0498883133774283,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_847_853",850,"severe","ppy",0.0491807435103081,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_854_860",857,"severe","ppy",0.027779553174325,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_861_867",864,"severe","ppy",0.0468866548077459,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_868_874",871,"severe","ppy",0.0269126772047884,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_875_881",878,"severe","ppy",0.0548458481107356,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_882_888",885,"severe","ppy",0.0338784225622962,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_889_895",892,"severe","ppy",0.0409327175087268,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_896_902",899,"severe","ppy",0.0392510438878757,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_903_909",906,"severe","ppy",0.0543459383319165,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_910_916",913,"severe","ppy",0.0273723260332988,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_0_6",3,"clinical","ppy",0.165066707618128,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_7_13",10,"clinical","ppy",0.133592505954993,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_14_20",17,"clinical","ppy",0.174439472357372,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_21_27",24,"clinical","ppy",0.162400597335351,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_28_34",31,"clinical","ppy",0.219332317480331,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_35_41",38,"clinical","ppy",0.301578175125198,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_42_48",45,"clinical","ppy",0.0429847424048582,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_49_55",52,"clinical","ppy",0.0694232156597609,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_56_62",59,"clinical","ppy",0.107550832144103,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_63_69",66,"clinical","ppy",0.0927006233793321,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_70_76",73,"clinical","ppy",0.0677740239264935,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_77_83",80,"clinical","ppy",0.0844234697471637,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_84_90",87,"clinical","ppy",0.148857563059465,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_91_97",94,"clinical","ppy",0.123674039366259,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_98_104",101,"clinical","ppy",0.0968937711462259,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_105_111",108,"clinical","ppy",0.133355693498836,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_112_118",115,"clinical","ppy",0.227132528751277,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_119_125",122,"clinical","ppy",0.375243224406592,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_126_132",129,"clinical","ppy",0.591870758993386,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_133_139",136,"clinical","ppy",0.868393387893389,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_140_146",143,"clinical","ppy",1.12690542849049,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_147_153",150,"clinical","ppy",1.39974272016114,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_154_160",157,"clinical","ppy",1.6320316656498,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_161_167",164,"clinical","ppy",1.82148144133562,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_168_174",171,"clinical","ppy",1.83523961028817,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_175_181",178,"clinical","ppy",1.76613872992939,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_182_188",185,"clinical","ppy",0.407869580242623,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_189_195",192,"clinical","ppy",0.464655449628335,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_196_202",199,"clinical","ppy",0.652318011154044,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_203_209",206,"clinical","ppy",0.982115461212823,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_210_216",213,"clinical","ppy",1.33996585228142,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_217_223",220,"clinical","ppy",1.83754578365159,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_224_230",227,"clinical","ppy",1.95608149414092,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_231_237",234,"clinical","ppy",2.02407604494006,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_238_244",241,"clinical","ppy",2.23096956626773,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_245_251",248,"clinical","ppy",2.42775551490244,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_252_258",255,"clinical","ppy",2.43513710061624,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_259_265",262,"clinical","ppy",2.50747212264436,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_266_272",269,"clinical","ppy",2.05113156454158,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_273_279",276,"clinical","ppy",0.293851403166273,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_280_286",283,"clinical","ppy",0.347766374900783,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_287_293",290,"clinical","ppy",0.501221273051279,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_294_300",297,"clinical","ppy",0.806560034391688,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_301_307",304,"clinical","ppy",1.15584798131566,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_308_314",311,"clinical","ppy",1.58737483986929,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_315_321",318,"clinical","ppy",2.00909828759456,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_322_328",325,"clinical","ppy",2.11901620642602,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_329_335",332,"clinical","ppy",2.43018497483025,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_336_342",339,"clinical","ppy",2.4122903411182,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_343_349",346,"clinical","ppy",2.72830046118276,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_350_356",353,"clinical","ppy",2.71294518681224,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_357_363",360,"clinical","ppy",2.66953891212182,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_364_370",367,"clinical","ppy",2.83595262778306,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_371_377",374,"clinical","ppy",2.6553758177373,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_378_384",381,"clinical","ppy",2.71152843542028,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_385_391",388,"clinical","ppy",2.58416619373266,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_392_398",395,"clinical","ppy",2.57539606142957,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_399_405",402,"clinical","ppy",2.73911287082115,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_406_412",409,"clinical","ppy",2.60714203864464,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_413_419",416,"clinical","ppy",2.74769699230806,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_420_426",423,"clinical","ppy",2.6701326486338,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_427_433",430,"clinical","ppy",2.60559440540031,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_434_440",437,"clinical","ppy",2.75900604124219,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_441_447",444,"clinical","ppy",2.67899427425154,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_448_454",451,"clinical","ppy",2.72614322073238,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_455_461",458,"clinical","ppy",1.31006049328218,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_462_468",465,"clinical","ppy",1.46828705601709,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_469_475",472,"clinical","ppy",1.57089883899747,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_476_482",479,"clinical","ppy",1.73847384188077,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_483_489",486,"clinical","ppy",2.03107144553714,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_490_496",493,"clinical","ppy",2.30488348823527,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_497_503",500,"clinical","ppy",2.37230317291408,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_504_510",507,"clinical","ppy",2.59804947740286,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_511_517",514,"clinical","ppy",2.60694619167101,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Southern","n_age_518_524",521,"clinical","ppy",2.52394181445231,"PMC co-delivery with EPI only",6
