Country,Iso code,Age group,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Kenya,KEN,0-30mo,Baringo,raw cases,6,2051.83883938341,168.497225921212,67.6812552504331,5.55799195222879,178.497592022271,13.0853877354668,5.88786061330109,0.431630131166224,1873.34124736114,155.411838185745,61.793394637132,5.12636182106257,8.69939629741634,7.76593659861522,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Bomet,raw cases,6,370.87713069458,43.181012732933,9.08950309855814,1.05828565999691,27.0364398456261,2.93171783837519,0.662612448738917,0.0718509074045718,343.840690848953,40.2492948945578,8.42689064981922,0.986434752592337,7.28986438041952,6.78936794861055,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Bungoma,raw cases,6,5950.74339486018,489.839683820151,73.6028392331316,6.05867017041317,482.645878107395,39.3120686492989,5.96969229147997,0.486238386823292,5468.09751675278,450.527615170852,67.6331469416516,5.57243178358988,8.11068207922174,8.02549690190731,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Busia,raw cases,6,26343.2715548599,1179.37380596133,689.091310396931,30.8502396790494,1955.53530348642,108.673018300745,51.1531903697178,2.84268536767351,24387.7362513735,1070.70078766059,637.938120027213,28.0075543113759,7.42328187831194,9.21446769051845,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Elgeyo_Marakwet,raw cases,6,1163.67199980623,101.130442889103,61.5847643599166,5.35210479927034,103.742609202092,9.96400206605712,5.49034791836328,0.527322750244082,1059.92939060413,91.166440823046,56.0944164415533,4.82478204902626,8.91510745462357,9.85262378113322,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Embu,raw cases,6,3661.33851795301,293.617082476821,137.152686067091,10.9988113197993,361.900808347697,34.3361242023892,13.556700018683,1.28622132053603,3299.43770960532,259.280958274432,123.595986048409,9.71258999926325,9.88438535724441,11.6941847908661,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Garissa,raw cases,6,8936.46987261366,705.783511260612,142.808759036941,11.2787340894804,380.586592772062,33.921325041767,6.08194284707855,0.542077845408393,8555.88327984159,671.862186218845,136.726816189862,10.736656244072,4.25880239285976,4.80619403833612,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Homa_Bay,raw cases,6,769.487142194071,67.6580448567627,17.0188319999572,1.49640044092173,63.7467862076871,7.13810371543181,1.40989470196007,0.157874227222065,705.740355986384,60.5199411413309,15.6089372979971,1.33852621369967,8.28432116824241,10.5502660186881,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Isiolo,raw cases,6,1032.11827212567,77.4705425200221,137.502270705157,10.3208864690717,81.0011395784371,5.69159024414371,10.7912444944917,0.758252812326717,951.117132547234,71.7789522758784,126.711026210665,9.56263365674495,7.8480482097864,7.34677989723996,PMC co-delivery with EPI only
Kenya,KEN,0-30mo,Kajiado,raw cases,6,5256.61501517201,391.801263624184,136.799341372951,10.1963249464113,412.722203751156,37.4256212617851,10.7407762372157,0.973972855974536,4843.89281142085,354.375642362399,126.058565135735,9.22235209043672,7.85148241900781,9.55219513985124,PMC co-delivery with EPI only
