Country,Iso code,Age group,age_in_days_midpoint,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,Scenario
Kenya,KEN,n_age_0_6,3,Baringo,raw cases,6,7.09428139521563,0.995436306865234,35.2711554367107,4.94908317711603,0,0,0,0,7.09428139521563,0.995436306865234,35.2711554367107,4.94908317711603,PMC co-delivery with EPI only
Kenya,KEN,n_age_7_13,10,Baringo,raw cases,6,8.94672596479195,1.03798742697869,38.1363225838617,4.42452619081335,0,0,0,0,8.94672596479195,1.03798742697869,38.1363225838617,4.42452619081335,PMC co-delivery with EPI only
Kenya,KEN,n_age_14_20,17,Baringo,raw cases,6,7.19637262687788,0.0858946574017409,30.6831918442647,0.36622926411725,0,0,0,0,7.19637262687788,0.0858946574017409,30.6831918442647,0.36622926411725,PMC co-delivery with EPI only
Kenya,KEN,n_age_21_27,24,Baringo,raw cases,6,14.460069677398,0,61.6722149232604,0,0,0,0,0,14.460069677398,0,61.6722149232604,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_28_34,31,Baringo,raw cases,6,6.8924732255212,0.886048336088202,29.4042744876824,3.78000866034871,0,0,0,0,6.8924732255212,0.886048336088202,29.4042744876824,3.78000866034871,PMC co-delivery with EPI only
Kenya,KEN,n_age_35_41,38,Baringo,raw cases,6,11.3234820672798,0,48.3221705025795,0,0,0,0,0,11.3234820672798,0,48.3221705025795,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_42_48,45,Baringo,raw cases,6,8.77546870893729,0,37.4582159469497,0,7.59594005043043,0,32.4233806952476,0,1.17952865850686,0,5.03483525170206,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_49_55,52,Baringo,raw cases,6,15.0858129995571,1.92633443255287,64.4077987540531,8.22434697211947,11.3694960406027,1.45160510172664,48.5412495130122,6.19752407544165,3.71631695895438,0.474729330826233,15.8665492410409,2.02682289667782,PMC co-delivery with EPI only
Kenya,KEN,n_age_56_62,59,Baringo,raw cases,6,8.5480191152034,1.04574077637493,36.5030790693565,4.46568470795424,4.45309098708481,0.544527556171921,19.0162808732474,2.32532615691444,4.09492812811859,0.50121322020301,17.4867981961091,2.1403585510398,PMC co-delivery with EPI only
Kenya,KEN,n_age_63_69,66,Baringo,raw cases,6,10.0113862973261,1.88944375594006,42.7601523329443,8.07010142542453,3.12191906737548,0.58915436405908,13.3341907831239,2.51636782425563,6.88946722995065,1.30028939188098,29.4259615498204,5.5537336011689,PMC co-delivery with EPI only
Kenya,KEN,n_age_70_76,73,Baringo,raw cases,6,12.2253528046528,0.902582641421591,52.2277776909668,3.85591207854154,10.5140962423239,0.776132062561664,44.9171398110106,3.31570413304349,1.71125656232894,0.126450578859927,7.31063787995623,0.54020794549805,PMC co-delivery with EPI only
Kenya,KEN,n_age_77_83,80,Baringo,raw cases,6,11.5323918308491,0,49.2770393499277,0,8.64022555262176,0,36.9190312637378,0,2.89216627822737,0,12.3580080861899,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_84_90,87,Baringo,raw cases,6,12.3962108438231,2.04340395311231,52.9826393644669,8.73371194534199,6.41742740961458,1.05762163046304,27.4287236942795,4.52038014977816,5.97878343420849,0.98578232264927,25.5539156701874,4.21333179556383,PMC co-delivery with EPI only
Kenya,KEN,n_age_91_97,94,Baringo,raw cases,6,9.31146122836167,0,39.8085281461195,0,2.88735020890639,0,12.3440520494094,0,6.42411101945528,0,27.4644760967101,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_98_104,101,Baringo,raw cases,6,16.7242157970892,0.0410803864073364,71.5182557618602,0.17567326429663,13.7585291376761,0.0354182682334858,58.8360026989475,0.15146018186428,2.96568665941317,0.00566211817385062,12.6822530629127,0.0242130824323496,PMC co-delivery with EPI only
Kenya,KEN,n_age_105_111,108,Baringo,raw cases,6,7.71787657142182,0.959198152925328,33.0141490275156,4.1030859297301,5.53135341261531,0.687276757179185,23.6610321761465,2.93990932281536,2.18652315880652,0.271921395746143,9.35311685136913,1.16317660691474,PMC co-delivery with EPI only
Kenya,KEN,n_age_112_118,115,Baringo,raw cases,6,12.4294311323847,0.0412409682354217,53.1796517289164,0.17645057962538,6.15591612787359,0.0214017409416524,26.3382509035172,0.0915679179157413,6.27351500451115,0.0198392272937693,26.8414008253992,0.0848826617096387,PMC co-delivery with EPI only
Kenya,KEN,n_age_119_125,122,Baringo,raw cases,6,8.46846218270595,2.18541183587861,36.243979368491,9.35329458670747,2.51319590061978,0.648544672951978,10.7561701765708,2.7756916473004,5.95526628208617,1.53686716292664,25.4878091919202,6.57760293940707,PMC co-delivery with EPI only
Kenya,KEN,n_age_126_132,129,Baringo,raw cases,6,7.33210131585161,0.0456626383661025,31.3883738989147,0.19547956370263,1.27426804213567,0.00830198288852098,5.4550803420461,0.0355403903713,6.05783327371594,0.0373606554775815,25.9332935568686,0.15993917333133,PMC co-delivery with EPI only
Kenya,KEN,n_age_133_139,136,Baringo,raw cases,6,11.1164490626061,2.10540997513767,47.6041236329063,9.01602626791612,1.23593786767341,0.234039631940649,5.2926738317211,1.00223115413535,9.88051119493267,1.87137034319702,42.3114498011852,8.01379511378077,PMC co-delivery with EPI only
Kenya,KEN,n_age_140_146,143,Baringo,raw cases,6,10.6105481372205,0,45.4473550466087,0,0.913727653013451,0,3.9137002655628,0,9.69682048420705,0,41.5336547810459,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_147_153,150,Baringo,raw cases,6,13.6277801587652,0,58.3821486270942,0,0.920731719280226,0,3.9444645756282,0,12.707048439485,0,54.437684051466,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_154_160,157,Baringo,raw cases,6,16.6091745659388,0,71.1718526237873,0,0.613479310737182,0,2.62881571376039,0,15.9956952552016,0,68.5430369100269,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_161_167,164,Baringo,raw cases,6,13.9230716740211,1.22768561358606,59.6797172417642,5.26233951788868,0.120560564512653,0.0106601590713287,0.516769615863403,0.0456936008105302,13.8025111095085,1.21702545451473,59.1629476259008,5.21664591707815,PMC co-delivery with EPI only
Kenya,KEN,n_age_168_174,171,Baringo,raw cases,6,11.6632501130897,0,50.0061851287121,0,0.00420122474462126,0,0.0180127511894028,0,11.6590488883451,0,49.9881723775227,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_175_181,178,Baringo,raw cases,6,5.47138172725689,0.969153449194595,23.4649133392272,4.15637271010986,3.06233013702695e-6,5.41063602921277e-7,1.31333024988578e-5,2.32043954984107e-6,5.47137866492676,0.969152908130992,23.4649002059247,4.15637038967031,PMC co-delivery with EPI only
Kenya,KEN,n_age_182_188,185,Baringo,raw cases,6,5.98042472049982,0,25.6548677535921,0,4.0313832920649,0,17.293856215169,0,1.94904142843492,0,8.36101153842315,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_189_195,192,Baringo,raw cases,6,15.8516740075224,1.14747516571003,68.0179772737254,4.92370330770056,9.29030045764148,0.671678033961783,39.8637673910066,2.88210451638059,6.56137354988093,0.475797131748246,28.1542098827188,2.04159879131997,PMC co-delivery with EPI only
Kenya,KEN,n_age_196_202,199,Baringo,raw cases,6,5.37142681754612,0,23.0546002955706,0,2.18650374125305,0,9.3846516971421,0,3.18492307629307,0,13.6699485984285,0,PMC co-delivery with EPI only
Kenya,KEN,n_age_203_209,206,Baringo,raw cases,6,9.20304610692807,3.22780162423351,39.507767735974,13.8566334870383,2.23373015690494,0.783220264036623,9.58918288558901,3.3622872164438,6.96931595002313,2.44458136019688,29.918584850385,10.4943462705945,PMC co-delivery with EPI only
Kenya,KEN,n_age_210_216,213,Baringo,raw cases,6,13.360993266484,2.12441935680698,57.37183832914,9.12221430331576,1.89722299013927,0.301988315201409,8.14663764090361,1.29673179616712,11.4637702763447,1.82243104160558,49.2252006882364,7.82548250714864,PMC co-delivery with EPI only
Kenya,KEN,n_age_217_223,220,Baringo,raw cases,6,13.8675075922393,3.33044575867552,59.5641569633666,14.3050358983574,1.26289329937309,0.302447237912021,5.4244192196397,1.2990809366645,12.6046142928662,3.0279985207635,54.1397377437269,13.0059549616929,PMC co-delivery with EPI only
Kenya,KEN,n_age_224_230,227,Baringo,raw cases,6,12.5780689032354,0.0418109144975927,54.0384466805414,0.17962986934836,0.885314152527119,0.00340124477293492,3.8035251670914,0.01461257572396,11.6927547507083,0.0384096697246578,50.23492151345,0.1650172936244,PMC co-delivery with EPI only
Kenya,KEN,n_age_231_237,234,Baringo,raw cases,6,14.6643525808006,3.90531245929948,63.0172979575752,16.7823459991897,0.810220850651401,0.215487916757777,3.48177176425691,0.926018805246201,13.8541317301492,3.6898245425417,59.5355261933183,15.8563271939435,PMC co-delivery with EPI only
Kenya,KEN,n_age_238_244,241,Baringo,raw cases,6,16.8675459319569,5.39380003048343,72.5028140424182,23.1845036717064,0.510140821075403,0.162885229958339,2.19276978613721,0.700139640085503,16.3574051108814,5.23091480052509,70.310044256281,22.4843640316209,PMC co-delivery with EPI only
Kenya,KEN,n_age_245_251,248,Baringo,raw cases,6,12.8772638195818,0.975148642977498,55.3660786341802,4.19267300907559,0.0913017724268865,0.00689288031647506,0.392553975941695,0.0296360903189399,12.7859620471549,0.968255762661023,54.9735246582385,4.16303691875665,PMC co-delivery with EPI only
