Country,Iso code,v024,v025,dataset
NA,SL,southern,rural,SLKR7AFL
NA,SL,northern,rural,SLKR7AFL
NA,SL,western,urban,SLKR7AFL
NA,SL,eastern,rural,SLKR7AFL
NA,SL,north western,rural,SLKR7AFL
NA,SL,eastern,urban,SLKR7AFL
NA,SL,western,rural,SLKR7AFL
NA,SL,northern,urban,SLKR7AFL
NA,SL,north western,urban,SLKR7AFL
NA,SL,southern,urban,SLKR7AFL
NA,SN,dakar,urban,SNKR8SFL
NA,SN,dakar,rural,SNKR8SFL
NA,SN,ziguinchor,urban,SNKR8SFL
NA,SN,ziguinchor,rural,SNKR8SFL
NA,SN,diourbel,urban,SNKR8SFL
NA,SN,diourbel,rural,SNKR8SFL
NA,SN,saint-louis,urban,SNKR8SFL
NA,SN,saint-louis,rural,SNKR8SFL
NA,SN,tambacounda,urban,SNKR8SFL
NA,SN,tambacounda,rural,SNKR8SFL
NA,SN,kaolack,urban,SNKR8SFL
NA,SN,kaolack,rural,SNKR8SFL
NA,SN,thiès,urban,SNKR8SFL
NA,SN,thiès,rural,SNKR8SFL
NA,SN,louga,urban,SNKR8SFL
NA,SN,louga,rural,SNKR8SFL
NA,SN,fatick,urban,SNKR8SFL
NA,SN,fatick,rural,SNKR8SFL
NA,SN,kolda,urban,SNKR8SFL
NA,SN,kolda,rural,SNKR8SFL
NA,SN,matam,urban,SNKR8SFL
NA,SN,matam,rural,SNKR8SFL
NA,SN,kaffrine,urban,SNKR8SFL
NA,SN,kaffrine,rural,SNKR8SFL
NA,SN,kedougou,urban,SNKR8SFL
NA,SN,kedougou,rural,SNKR8SFL
NA,SN,sedhiou,urban,SNKR8SFL
NA,SN,sedhiou,rural,SNKR8SFL
NA,ST,região do principe,rural,STKR51FL
NA,ST,região centro,urban,STKR51FL
NA,ST,região norte,rural,STKR51FL
NA,ST,região norte,urban,STKR51FL
NA,ST,região sul,urban,STKR51FL
NA,ST,região sul,rural,STKR51FL
NA,ST,região centro,rural,STKR51FL
NA,ST,região do principe,urban,STKR51FL
NA,SZ,manzini,urban,SZKR51FL
NA,SZ,manzini,rural,SZKR51FL
NA,SZ,hhohho,urban,SZKR51FL
NA,SZ,hhohho,rural,SZKR51FL
NA,SZ,lubombo,urban,SZKR51FL
NA,SZ,lubombo,rural,SZKR51FL
NA,SZ,shiselweni,urban,SZKR51FL
NA,SZ,shiselweni,rural,SZKR51FL
NA,TD,moyen chari,urban,TDKR71FL
NA,TD,ouaddaï,urban,TDKR71FL
NA,TD,borkou/tibesti,rural,TDKR71FL
NA,TD,chari baguirmi,rural,TDKR71FL
NA,TD,tandjilé,rural,TDKR71FL
NA,TD,kanem,rural,TDKR71FL
NA,TD,borkou/tibesti,urban,TDKR71FL
NA,TD,moyen chari,rural,TDKR71FL
NA,TD,ennedi,rural,TDKR71FL
NA,TD,hadjer-lamis,urban,TDKR71FL
NA,TD,mandoul,rural,TDKR71FL
NA,TD,mandoul,urban,TDKR71FL
NA,TD,lac,rural,TDKR71FL
NA,TD,n'djaména,urban,TDKR71FL
NA,TD,mayo kebbi est,rural,TDKR71FL
NA,TD,guéra,rural,TDKR71FL
NA,TD,wadi fira,rural,TDKR71FL
NA,TD,mayo kebbi est,urban,TDKR71FL
NA,TD,mayo kebbi ouest,rural,TDKR71FL
NA,TD,batha,rural,TDKR71FL
NA,TD,salamat,rural,TDKR71FL
NA,TD,sila,urban,TDKR71FL
NA,TD,sila,rural,TDKR71FL
NA,TD,barh el gazal,urban,TDKR71FL
NA,TD,barh el gazal,rural,TDKR71FL
NA,TD,hadjer-lamis,rural,TDKR71FL
NA,TD,guéra,urban,TDKR71FL
NA,TD,logone oriental,urban,TDKR71FL
NA,TD,logone oriental,rural,TDKR71FL
NA,TD,batha,urban,TDKR71FL
NA,TD,logone occidental,urban,TDKR71FL
NA,TD,salamat,urban,TDKR71FL
NA,TD,ennedi,urban,TDKR71FL
NA,TD,wadi fira,urban,TDKR71FL
NA,TD,logone occidental,rural,TDKR71FL
NA,TD,ouaddaï,rural,TDKR71FL
NA,TD,mayo kebbi ouest,urban,TDKR71FL
NA,TD,tandjilé,urban,TDKR71FL
NA,TD,kanem,urban,TDKR71FL
NA,TD,lac,urban,TDKR71FL
NA,TD,chari baguirmi,urban,TDKR71FL
NA,TG,grande agglomération de lomé,urban,TGKR61FL
NA,TG,kara,rural,TGKR61FL
NA,TG,plateaux,rural,TGKR61FL
NA,TG,savanes,rural,TGKR61FL
NA,TG,maritime (sans agglomération de lomé),rural,TGKR61FL
NA,TG,centrale,rural,TGKR61FL
NA,TG,savanes,urban,TGKR61FL
NA,TG,plateaux,urban,TGKR61FL
NA,TG,centrale,urban,TGKR61FL
NA,TG,kara,urban,TGKR61FL
NA,TG,maritime (sans agglomération de lomé),urban,TGKR61FL
NA,TZ,dodoma,rural,TZKR82FL
NA,TZ,dodoma,urban,TZKR82FL
NA,TZ,arusha,urban,TZKR82FL
NA,TZ,arusha,rural,TZKR82FL
NA,TZ,kilimanjaro,rural,TZKR82FL
NA,TZ,kilimanjaro,urban,TZKR82FL
NA,TZ,tanga,urban,TZKR82FL
NA,TZ,tanga,rural,TZKR82FL
NA,TZ,morogoro,urban,TZKR82FL
NA,TZ,morogoro,rural,TZKR82FL
NA,TZ,pwani,rural,TZKR82FL
NA,TZ,pwani,urban,TZKR82FL
NA,TZ,dar es salaam,urban,TZKR82FL
NA,TZ,lindi,rural,TZKR82FL
NA,TZ,lindi,urban,TZKR82FL
NA,TZ,mtwara,rural,TZKR82FL
NA,TZ,mtwara,urban,TZKR82FL
NA,TZ,ruvuma,urban,TZKR82FL
NA,TZ,ruvuma,rural,TZKR82FL
NA,TZ,iringa,rural,TZKR82FL
NA,TZ,iringa,urban,TZKR82FL
NA,TZ,mbeya,rural,TZKR82FL
NA,TZ,mbeya,urban,TZKR82FL
NA,TZ,singida,rural,TZKR82FL
NA,TZ,singida,urban,TZKR82FL
NA,TZ,tabora,rural,TZKR82FL
NA,TZ,tabora,urban,TZKR82FL
NA,TZ,rukwa,rural,TZKR82FL
NA,TZ,rukwa,urban,TZKR82FL
NA,TZ,kigoma,urban,TZKR82FL
NA,TZ,kigoma,rural,TZKR82FL
NA,TZ,shinyanga,urban,TZKR82FL
NA,TZ,shinyanga,rural,TZKR82FL
NA,TZ,kagera,rural,TZKR82FL
NA,TZ,kagera,urban,TZKR82FL
NA,TZ,mwanza,rural,TZKR82FL
NA,TZ,mwanza,urban,TZKR82FL
NA,TZ,mara,rural,TZKR82FL
NA,TZ,mara,urban,TZKR82FL
NA,TZ,manyara,rural,TZKR82FL
NA,TZ,manyara,urban,TZKR82FL
NA,TZ,njombe,urban,TZKR82FL
NA,TZ,njombe,rural,TZKR82FL
NA,TZ,katavi,rural,TZKR82FL
NA,TZ,katavi,urban,TZKR82FL
NA,TZ,simiyu,rural,TZKR82FL
NA,TZ,simiyu,urban,TZKR82FL
NA,TZ,geita,rural,TZKR82FL
NA,TZ,geita,urban,TZKR82FL
NA,TZ,songwe,urban,TZKR82FL
NA,TZ,songwe,rural,TZKR82FL
NA,TZ,kaskazini unguja,rural,TZKR82FL
NA,TZ,kaskazini unguja,urban,TZKR82FL
NA,TZ,kusini unguja,rural,TZKR82FL
NA,TZ,kusini unguja,urban,TZKR82FL
NA,TZ,mjini magharibi,urban,TZKR82FL
NA,TZ,mjini magharibi,rural,TZKR82FL
NA,TZ,kaskazini pemba,urban,TZKR82FL
NA,TZ,kaskazini pemba,rural,TZKR82FL
NA,TZ,kusini pemba,urban,TZKR82FL
NA,TZ,kusini pemba,rural,TZKR82FL
NA,UG,kampala,urban,UGKR7BFL
NA,UG,south buganda,rural,UGKR7BFL
NA,UG,south buganda,urban,UGKR7BFL
NA,UG,north buganda,rural,UGKR7BFL
NA,UG,north buganda,urban,UGKR7BFL
NA,UG,busoga,rural,UGKR7BFL
NA,UG,busoga,urban,UGKR7BFL
NA,UG,bukedi,rural,UGKR7BFL
NA,UG,bukedi,urban,UGKR7BFL
NA,UG,bugisu,rural,UGKR7BFL
NA,UG,bugisu,urban,UGKR7BFL
NA,UG,teso,rural,UGKR7BFL
NA,UG,teso,urban,UGKR7BFL
NA,UG,karamoja,rural,UGKR7BFL
NA,UG,karamoja,urban,UGKR7BFL
NA,UG,lango,rural,UGKR7BFL
NA,UG,lango,urban,UGKR7BFL
NA,UG,acholi,rural,UGKR7BFL
NA,UG,acholi,urban,UGKR7BFL
NA,UG,west nile,rural,UGKR7BFL
NA,UG,west nile,urban,UGKR7BFL
NA,UG,bunyoro,rural,UGKR7BFL
NA,UG,bunyoro,urban,UGKR7BFL
NA,UG,tooro,rural,UGKR7BFL
NA,UG,tooro,urban,UGKR7BFL
NA,UG,ankole,rural,UGKR7BFL
NA,UG,ankole,urban,UGKR7BFL
NA,UG,kigezi,rural,UGKR7BFL
NA,UG,kigezi,urban,UGKR7BFL
NA,ZA,gauteng,urban,ZAKR71FL
NA,ZA,kwazulu-natal,rural,ZAKR71FL
NA,ZA,free state,urban,ZAKR71FL
NA,ZA,mpumalanga,rural,ZAKR71FL
NA,ZA,eastern cape,rural,ZAKR71FL
NA,ZA,eastern cape,urban,ZAKR71FL
NA,ZA,north west,urban,ZAKR71FL
NA,ZA,north west,rural,ZAKR71FL
NA,ZA,kwazulu-natal,urban,ZAKR71FL
NA,ZA,mpumalanga,urban,ZAKR71FL
NA,ZA,western cape,urban,ZAKR71FL
NA,ZA,free state,rural,ZAKR71FL
NA,ZA,northern cape,urban,ZAKR71FL
NA,ZA,northern cape,rural,ZAKR71FL
NA,ZA,limpopo,rural,ZAKR71FL
NA,ZA,western cape,rural,ZAKR71FL
NA,ZA,gauteng,rural,ZAKR71FL
NA,ZA,limpopo,urban,ZAKR71FL
NA,ZM,eastern,rural,ZMKR71FL
NA,ZM,copperbelt,rural,ZMKR71FL
NA,ZM,northern,urban,ZMKR71FL
NA,ZM,central,urban,ZMKR71FL
NA,ZM,central,rural,ZMKR71FL
NA,ZM,muchinga,urban,ZMKR71FL
NA,ZM,southern,urban,ZMKR71FL
NA,ZM,southern,rural,ZMKR71FL
NA,ZM,muchinga,rural,ZMKR71FL
NA,ZM,northern,rural,ZMKR71FL
NA,ZM,luapula,urban,ZMKR71FL
NA,ZM,luapula,rural,ZMKR71FL
NA,ZM,western,rural,ZMKR71FL
NA,ZM,north western,urban,ZMKR71FL
NA,ZM,north western,rural,ZMKR71FL
NA,ZM,lusaka,rural,ZMKR71FL
NA,ZM,lusaka,urban,ZMKR71FL
NA,ZM,western,urban,ZMKR71FL
NA,ZM,copperbelt,urban,ZMKR71FL
NA,ZM,eastern,urban,ZMKR71FL
NA,ZW,mashonaland east,rural,ZWKR72FL
NA,ZW,masvingo,rural,ZWKR72FL
NA,ZW,harare,urban,ZWKR72FL
NA,ZW,mashonaland west,rural,ZWKR72FL
NA,ZW,bulawayo,urban,ZWKR72FL
NA,ZW,mashonaland east,urban,ZWKR72FL
NA,ZW,mashonaland central,urban,ZWKR72FL
NA,ZW,manicaland,rural,ZWKR72FL
NA,ZW,midlands,urban,ZWKR72FL
NA,ZW,midlands,rural,ZWKR72FL
NA,ZW,mashonaland central,rural,ZWKR72FL
NA,ZW,matabeleland north,rural,ZWKR72FL
NA,ZW,matabeleland south,rural,ZWKR72FL
NA,ZW,mashonaland west,urban,ZWKR72FL
NA,ZW,manicaland,urban,ZWKR72FL
NA,ZW,matabeleland north,urban,ZWKR72FL
NA,ZW,masvingo,urban,ZWKR72FL
NA,ZW,harare,rural,ZWKR72FL
NA,ZW,matabeleland south,urban,ZWKR72FL
