Country,Iso code,...3,GID_1,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,AKA,GKA,GEA,GEG,GKG,AEG,AEA,AKG
Central African Republic,CAF,167,CAF.11_1,Central African Republic,Nana-Mambéré,Bouar-Baboua|Buar-Baboua|Nana Na,NA,Préfecture,Prefecture,NA,CF.NM,NA,0.269479096,0.468559057,0.072586991,0.088012628,0.06761574,0.002985195,0.02648204,0.004279269
Central African Republic,CAF,168,CAF.12_1,Central African Republic,Ombella-M'Poko,Ombella-Mpoko|Ombella-Mpoko|Ombe,NA,Préfecture,Prefecture,NA,CF.MP,NA,0.281450152,0.423243612,0.094553567,0.104712985,0.058815692,0.002952227,0.03003845,0.00423333
Central African Republic,CAF,169,CAF.13_1,Central African Republic,Ouaka,NA,NA,Préfecture,Prefecture,NA,CF.UK,CF-UK,0.288694501,0.382109076,0.121508822,0.114412911,0.050914209,0.00299674,0.035245389,0.004118364
Central African Republic,CAF,170,CAF.15_1,Central African Republic,Ouham,NA,NA,Préfecture,Prefecture,NA,CF.AC,CF-AC,0.312223613,0.418312192,0.074639462,0.098667488,0.060877278,0.003236337,0.027585439,0.004458167
Central African Republic,CAF,171,CAF.14_1,Central African Republic,Ouham-Pendé,NA,NA,Préfecture,Prefecture,NA,CF.OP,NA,0.297034591,0.44803825,0.064804323,0.090163879,0.066666014,0.003191314,0.025578393,0.004523264
Central African Republic,CAF,172,CAF.16_1,Central African Republic,Sangha-Mbaéré,Sangha|Sangha-Économique|Sangha,NA,Préfecture,Economic Prefecture,NA,CF.SE,NA,0.256587774,0.464401841,0.087139264,0.099606514,0.05864675,0.002748664,0.026943594,0.003925641
Central African Republic,CAF,173,CAF.17_1,Central African Republic,Vakaga,Birao,NA,Préfecture,Prefecture,NA,CF.VK,CF-VK,0.309873968,0.391805679,0.09705919,0.113643065,0.044095747,0.003597463,0.035612416,0.00431251
Chad,TCD,174,TCD.1_1,Chad,Barh el Ghazel,NA,NA,Région,Region,NA,TD.BG,NA,0.295036644,0.443456441,0.08162608,0.084288277,0.056638103,0.003634,0.030977437,0.004342981
Chad,TCD,175,TCD.2_1,Chad,Batha,NA,NA,Région,Region,NA,TD.BA,NA,0.308434308,0.422455519,0.087111056,0.090027049,0.051005457,0.003718322,0.032896999,0.004351257
Chad,TCD,176,TCD.3_1,Chad,Borkou,Borkou,NA,Région,Region,NA,TD.BR,NA,0.317145765,0.416934252,0.092665009,0.084601574,0.045295697,0.003779118,0.035565488,0.004013136
Chad,TCD,177,TCD.4_1,Chad,Chari-Baguirmi,NA,NA,Région,Region,NA,TD.CB,TD-CB,0.300783396,0.444824785,0.06959293,0.087986253,0.060839597,0.003829685,0.027484633,0.004658789
Chad,TCD,178,TCD.5_1,Chad,Ennedi Est,NA,NA,Région,Region,NA,TD.EE,NA,0.321004838,0.390313089,0.106271431,0.096171744,0.040046714,0.003980706,0.037891086,0.004320422
Chad,TCD,179,TCD.6_1,Chad,Ennedi Ouest,NA,NA,Région,Region,NA,TD.EO,NA,0.317373782,0.399691761,0.102919608,0.092677265,0.041088384,0.004020921,0.037881009,0.004347262
Chad,TCD,180,TCD.7_1,Chad,Guéra,Guera|Baguirmi,NA,Région,Region,NA,TD.GR,NA,0.313590944,0.418371588,0.079355434,0.09500704,0.054678299,0.003679363,0.030878071,0.004439269
Chad,TCD,181,TCD.8_1,Chad,Hadjer-Lamis,NA,NA,Région,Region,NA,TD.HD,NA,0.293599188,0.447938353,0.077571906,0.084172711,0.059377264,0.003542327,0.029372074,0.00442617
Chad,TCD,182,TCD.9_1,Chad,Kanem,NA,NA,Région,Region,NA,TD.KM,NA,0.282791108,0.466635615,0.07490097,0.077492833,0.06024969,0.00373996,0.029870976,0.004318868
Chad,TCD,183,TCD.10_1,Chad,Lac,NA,NA,Région,Region,NA,TD.LC,TD-LC,0.278135717,0.472842783,0.07185398,0.076172061,0.063745067,0.003441383,0.029425805,0.004383148
Chad,TCD,184,TCD.11_1,Chad,Logone Occidental,Logone-Occidental,NA,Région,Region,NA,TD.LO,NA,0.316291064,0.445695341,0.052362826,0.085839964,0.067550763,0.003643242,0.023751372,0.004865414
Chad,TCD,185,TCD.12_1,Chad,Logone Oriental,Logone-Oriental,NA,Région,Region,NA,TD.LR,NA,0.33335644,0.433021843,0.049453299,0.086823799,0.066608749,0.00360813,0.022223009,0.004904705
Chad,TCD,186,TCD.13_1,Chad,Mandoul,NA,NA,Région,Region,NA,TD.MA,NA,0.338480473,0.416196376,0.05688994,0.093187019,0.061554819,0.003830012,0.025133258,0.004728078
Chad,TCD,187,TCD.14_1,Chad,Mayo-Kebbi Est,NA,NA,Région,Region,NA,TD.ME,NA,0.295508444,0.456476659,0.061205812,0.08663442,0.065400921,0.003768221,0.026289769,0.004715749
Chad,TCD,188,TCD.15_1,Chad,Mayo-Kebbi Ouest,NA,NA,Région,Region,NA,TD.MW,NA,0.278428078,0.47574845,0.059693009,0.08362902,0.068873845,0.003422378,0.02566487,0.004540352
Chad,TCD,189,TCD.16_1,Chad,Moyen-Chari,NA,NA,Région,Region,NA,TD.MC,NA,0.324402511,0.411385775,0.072465912,0.097871967,0.056721281,0.00357113,0.028976636,0.00460483
Chad,TCD,190,TCD.17_1,Chad,Ouaddaï,Ouaddai|Ouadaï,NA,Région,Region,NA,TD.OA,NA,0.316890866,0.403380752,0.092837475,0.098968446,0.044812929,0.003766166,0.03508231,0.004261049
Chad,TCD,191,TCD.18_1,Chad,Salamat,NA,NA,Région,Region,NA,TD.SA,NA,0.315352768,0.403626204,0.087702475,0.102827661,0.049574651,0.003561432,0.033002414,0.004352355
Chad,TCD,192,TCD.19_1,Chad,Sila,NA,NA,Région,Region,NA,TD.SI,TD-SI,0.315343976,0.403489351,0.089550056,0.103334621,0.045832902,0.003737569,0.034403011,0.004308511
Chad,TCD,193,TCD.20_1,Chad,Tandjilé,Tandjile,NA,Région,Region,NA,TD.TA,NA,0.321418524,0.43746075,0.055536002,0.089614548,0.062263444,0.003965001,0.024824563,0.004917133
Chad,TCD,194,TCD.21_1,Chad,Tibesti,NA,NA,Région,Region,NA,TD.TI,NA,0.306037784,0.444809258,0.086494938,0.071885675,0.049545292,0.003646807,0.033381786,0.004198486
Chad,TCD,195,TCD.22_1,Chad,Ville de N'Djamena,N'Djamena,NA,Région,Region,NA,TD.NJ,NA,0.279340178,0.467155278,0.074427046,0.081169739,0.062684648,0.003141406,0.027423138,0.004658595
Chad,TCD,196,TCD.23_1,Chad,Wadi Fira,Biltine,NA,Région,Region,NA,TD.BI,NA,0.31720674,0.400950044,0.097064786,0.097646907,0.042961754,0.003987798,0.035837803,0.00434419
Cote d'Ivoire,CIV,197,CIV.1_1,Cote d'Ivoire,Abidjan,NA,NA,District autonome,Autonomous district,NA,CI.AB,CI-AB,0.103960633,0.724132478,0.069378167,0.016496601,0.057205949,0.002409267,0.023657149,0.002759716
Cote d'Ivoire,CIV,198,CIV.2_1,Cote d'Ivoire,Bas-Sassandra,NA,NA,District,District,NA,CI.BA,CI-BS,0.156503066,0.637258351,0.103626631,0.020210655,0.049979281,0.001965592,0.027697718,0.002758689
Cote d'Ivoire,CIV,199,CIV.3_1,Cote d'Ivoire,Comoe,NA,NA,District,District,NA,CI.CM,NA,0.088258974,0.74865675,0.05376716,0.013977298,0.068681285,0.00180995,0.022150468,0.002698053
Cote d'Ivoire,CIV,200,CIV.4_1,Cote d'Ivoire,Denguele,NA,NA,District,District,NA,CI.DE,NA,0.204776898,0.616396964,0.085390858,0.021658922,0.041107096,0.002316351,0.025398834,0.002954048
Cote d'Ivoire,CIV,201,CIV.5_1,Cote d'Ivoire,Goh-Djiboua,NA,NA,District,District,NA,CI.GD,NA,0.139231265,0.672317803,0.085083731,0.018312333,0.054319978,0.001942112,0.026079459,0.002713309
Cote d'Ivoire,CIV,202,CIV.6_1,Cote d'Ivoire,Lacs,NA,NA,District,District,NA,CI.LA,CI-LC,0.121355847,0.71221441,0.060875781,0.016589683,0.061608851,0.001916564,0.022682609,0.002756255
Cote d'Ivoire,CIV,203,CIV.7_1,Cote d'Ivoire,Lagunes,NA,NA,District,District,NA,CI.LN,CI-LG,0.107863717,0.717927277,0.06839437,0.016192574,0.060560524,0.001994459,0.024350101,0.002716983
Cote d'Ivoire,CIV,204,CIV.8_1,Cote d'Ivoire,Montagnes,NA,NA,District,District,NA,CI.MN,CI-MG,0.177732825,0.616897762,0.106435955,0.021137537,0.045938734,0.002015051,0.026979007,0.002863147
Cote d'Ivoire,CIV,205,CIV.9_1,Cote d'Ivoire,Sassandra-Marahoue,NA,NA,District,District,NA,CI.SM,NA,0.159571394,0.650262237,0.087701775,0.019631183,0.05233679,0.00198584,0.0257181,0.002792631
Cote d'Ivoire,CIV,206,CIV.10_1,Cote d'Ivoire,Savanes,NA,NA,District,District,NA,CI.SV,CI-SV,0.180357128,0.663254261,0.05818123,0.020422975,0.050517946,0.002285939,0.022078417,0.002902073
Cote d'Ivoire,CIV,207,CIV.11_1,Cote d'Ivoire,Vallee du Bandama,NA,NA,District,District,NA,CI.VB,NA,0.14916867,0.68725121,0.059263512,0.018058931,0.059028111,0.001899216,0.022487357,0.00284302
Cote d'Ivoire,CIV,208,CIV.12_1,Cote d'Ivoire,Woroba,NA,NA,District,District,NA,CI.WB,CI-WR,0.178714663,0.639326155,0.083467141,0.020308586,0.048688028,0.001987221,0.024626119,0.00288208
Cote d'Ivoire,CIV,209,CIV.13_1,Cote d'Ivoire,Yamoussoukro,NA,NA,District autonome,Autonomous district,NA,CI.YM,CI-YM,0.135124967,0.687434912,0.072299443,0.018702297,0.056995064,0.001911556,0.024637463,0.002894298
Cote d'Ivoire,CIV,210,CIV.14_1,Cote d'Ivoire,Zanzan,NA,NA,District,District,NA,CI.ZA,CI-ZZ,0.124980606,0.73680222,0.037083093,0.016475014,0.062288761,0.002108385,0.017495772,0.002766107
NA,COM,211,COM.3_1,Comoros,Mwali,Mohéli,NA,Autonomous Island,Autonomous Island,NA,KM.MO,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COM,212,COM.2_1,Comoros,Njazídja,Grande Comore,NA,Autonomous Island,Autonomous Island,NA,KM.GC,NA,0.455190748,0.275162578,0.155392587,0.039450664,0.013501347,0.00358181,0.053732082,0.003988195
NA,COM,213,COM.1_1,Comoros,Nzwani,Anjouan,NA,Autonomous Island,Autonomous Island,NA,KM.AN,NA,0.419060677,0.260488778,0.195820063,0.04510672,0.015156173,0.003442148,0.057597753,0.003327735
Congo-Brazzaville,COG,214,COG.1_1,Republic of the Congo,Bouenza,NA,NA,Région,Region,NA,CG.BO,CG-11,0.169115916,0.537596345,0.155484766,0.072587959,0.044995777,0.002703463,0.014278103,0.00323767
Congo-Brazzaville,COG,215,COG.2_1,Republic of the Congo,Brazzaville,NA,NA,Région,Region,NA,CG.BR,CG-BZV,0.147754654,0.509546876,0.179999009,0.091546819,0.051995907,0.003401627,0.012485675,0.003269428
Congo-Brazzaville,COG,216,COG.4_1,Republic of the Congo,Cuvette,NA,NA,Région,Region,NA,CG.CU,CG-8,0.23800917,0.490992963,0.103695765,0.094790824,0.044206329,0.002927423,0.02170125,0.003676248
Congo-Brazzaville,COG,217,COG.3_1,Republic of the Congo,Cuvette-Ouest,NA,NA,Région,Region,NA,CG.CO,NA,0.245333284,0.522694767,0.078841902,0.080917902,0.044906616,0.00278954,0.020839488,0.003676434
Congo-Brazzaville,COG,218,COG.5_1,Republic of the Congo,Kouilou,NA,NA,Région,Region,NA,CG.KO,NA,0.177025616,0.547319651,0.148463234,0.0605845,0.044187635,0.002745611,0.016538497,0.003135299
Congo-Brazzaville,COG,219,COG.6_1,Republic of the Congo,Lekoumou,NA,NA,Région,Region,NA,CG.LE,NA,0.207377568,0.542684793,0.11546465,0.068800144,0.043769635,0.002787989,0.015744366,0.003370854
Congo-Brazzaville,COG,220,COG.7_1,Republic of the Congo,Likouala,NA,NA,Région,Region,NA,CG.LI,NA,0.24976173,0.447370976,0.107104167,0.110977165,0.050413392,0.002765147,0.027715033,0.003892349
Congo-Brazzaville,COG,221,COG.8_1,Republic of the Congo,Niari,NA,NA,Région,Region,NA,CG.NI,CG-9,0.203429729,0.553747475,0.115459144,0.061273821,0.043317094,0.002695068,0.016731737,0.003345916
Congo-Brazzaville,COG,222,COG.9_1,Republic of the Congo,Plateaux,NA,NA,Région,Region,NA,CG.PL,NA,0.220826358,0.506931961,0.115889847,0.087458596,0.04405576,0.003003956,0.018289635,0.003543941
Congo-Brazzaville,COG,223,COG.10_1,Republic of the Congo,Pointe Noire,NA,NA,Région,Region,NA,CG.PN,NA,0.181833863,0.53905642,0.154620513,0.064812481,0.037116025,0.00338059,0.015888369,0.003291722
Congo-Brazzaville,COG,224,COG.11_1,Republic of the Congo,Pool,NA,NA,Région,Region,NA,CG.PO,NA,0.173657551,0.509700418,0.161010966,0.087718494,0.04746506,0.002791266,0.014183305,0.003472912
Congo-Brazzaville,COG,225,COG.12_1,Republic of the Congo,Sangha,NA,NA,Région,Region,NA,CG.SA,CG-13,0.240494385,0.499242455,0.08407478,0.095847487,0.050091084,0.002721624,0.023738334,0.003789854
DR Congo,COD,226,COD.1_1,Democratic Republic of the Congo,Bas-Uele,NA,NA,Province,Province,NA,CD.BU,NA,0.224546462,0.280918658,0.269154727,0.126672596,0.041215222,0.002460368,0.051415682,0.00361635
DR Congo,COD,227,COD.2_1,Democratic Republic of the Congo,Equateur,NA,NA,Province,Province,NA,CD.ET,NA,0.235611841,0.407501698,0.161095783,0.108976372,0.048996903,0.002557966,0.031436745,0.003822687
DR Congo,COD,228,COD.3_1,Democratic Republic of the Congo,Haut-Katanga,NA,NA,Province,Province,NA,CD.HK,CD-HK,0.27718845,0.181279883,0.396569043,0.066938713,0.018698135,0.002052838,0.054893456,0.002379496
DR Congo,COD,229,COD.4_1,Democratic Republic of the Congo,Haut-Lomami,NA,NA,Province,Province,NA,CD.HL,NA,0.257522941,0.232623205,0.348026156,0.081726342,0.02451773,0.002174853,0.050717268,0.002691515
DR Congo,COD,230,COD.5_1,Democratic Republic of the Congo,Haut-Uele,NA,NA,Province,Province,NA,CD.HU,NA,0.168703228,0.206588134,0.401664615,0.130195066,0.030293372,0.002297392,0.057394549,0.002863701
DR Congo,COD,231,COD.6_1,Democratic Republic of the Congo,Ituri,NA,NA,Province,Province,NA,CD.IT,CD-IT,0.127436206,0.157258183,0.514381707,0.124359526,0.019261383,0.00198181,0.053199474,0.002121759
DR Congo,COD,232,COD.9_1,Democratic Republic of the Congo,Kasai,NA,NA,Province,Province,NA,CD.KS,NA,0.212492853,0.336832553,0.278936476,0.09456373,0.036258768,0.002339817,0.035430737,0.003145098
DR Congo,COD,233,COD.7_1,Democratic Republic of the Congo,Kasai-Central,NA,NA,Province,Province,NA,CD.LL,NA,0.223042905,0.297408581,0.31071496,0.089803129,0.032656122,0.002266619,0.041109055,0.002998681
DR Congo,COD,234,COD.8_1,Democratic Republic of the Congo,Kasai-Oriental,NA,NA,Province,Province,NA,CD.KO,NA,0.228899777,0.274957955,0.326089621,0.09147504,0.028925201,0.002205756,0.0445542,0.002892459
DR Congo,COD,235,COD.10_1,Democratic Republic of the Congo,Kinshasa,NA,NA,Province,Province,NA,CD.KN,CD-KN,0.147406071,0.483958364,0.209007084,0.088566177,0.052626826,0.002324324,0.012900205,0.003210978
DR Congo,COD,236,COD.11_1,Democratic Republic of the Congo,Kongo-Central,NA,NA,Province,Province,NA,CD.BC,NA,0.13465488,0.502699196,0.222673595,0.071569867,0.050602458,0.001922599,0.01279832,0.003079136
DR Congo,COD,237,COD.12_1,Democratic Republic of the Congo,Kwango,NA,NA,Province,Province,NA,CD.KG,CD-KG,0.17321755,0.422895789,0.249831676,0.083545864,0.043144338,0.002122018,0.02206739,0.003175399
DR Congo,COD,238,COD.13_1,Democratic Republic of the Congo,Kwilu,NA,NA,Province,Province,NA,CD.KU,CD-KL,0.188463509,0.402918369,0.242592588,0.091804594,0.044128817,0.002209413,0.024615807,0.003266884
DR Congo,COD,239,COD.14_1,Democratic Republic of the Congo,Lomami,NA,NA,Province,Province,NA,CD.LM,NA,0.234327093,0.24711515,0.344874173,0.090946421,0.027624203,0.002226259,0.050059732,0.002826966
DR Congo,COD,240,COD.15_1,Democratic Republic of the Congo,Lualaba,NA,NA,Province,Province,NA,CD.LB,CD-LU,0.248401955,0.25794664,0.34202823,0.074063614,0.026297307,0.002131455,0.046367068,0.002763725
DR Congo,COD,241,COD.16_1,Democratic Republic of the Congo,Mai-Ndombe,NA,NA,Province,Province,NA,CD.MA,NA,0.207419544,0.41395095,0.20170863,0.100113355,0.044915996,0.002397883,0.026066383,0.003427268
DR Congo,COD,242,COD.17_1,Democratic Republic of the Congo,Maniema,NA,NA,Province,Province,NA,CD.MN,NA,0.205148116,0.207977146,0.39344734,0.104806766,0.023947848,0.002388411,0.059610598,0.002673809
DR Congo,COD,243,COD.18_1,Democratic Republic of the Congo,Mongala,NA,NA,Province,Province,NA,CD.MO,NA,0.242809132,0.346812427,0.198435411,0.116929024,0.047425017,0.002606841,0.041149966,0.003832147
DR Congo,COD,244,COD.19_1,Democratic Republic of the Congo,Nord-Kivu,NA,NA,Province,Province,NA,CD.NK,CD-NK,0.136851788,0.148262605,0.506534934,0.120301865,0.017530084,0.002013556,0.066394918,0.002110281
DR Congo,COD,245,COD.20_1,Democratic Republic of the Congo,Nord-Ubangi,NA,NA,Province,Province,NA,CD.NU,NA,0.260924518,0.362103075,0.163885102,0.11381156,0.053119302,0.00259,0.039483421,0.004083016
DR Congo,COD,246,COD.21_1,Democratic Republic of the Congo,Sankuru,NA,NA,Province,Province,NA,CD.SN,CD-SA,0.216987923,0.274107993,0.323611706,0.099348895,0.031876069,0.002435361,0.048476309,0.003155749
DR Congo,COD,247,COD.22_1,Democratic Republic of the Congo,Sud-Kivu,NA,NA,Province,Province,NA,CD.SK,CD-SK,0.196643889,0.175129816,0.433554381,0.103208832,0.018902404,0.002418663,0.067694299,0.002447709
DR Congo,COD,248,COD.23_1,Democratic Republic of the Congo,Sud-Ubangi,NA,NA,Province,Province,NA,CD.SU,NA,0.259255975,0.395087063,0.137429208,0.111904286,0.055211928,0.002558131,0.034443673,0.004109763
DR Congo,COD,249,COD.24_1,Democratic Republic of the Congo,Tanganyika,NA,NA,Province,Province,NA,CD.TG,CD-TA,0.253115982,0.187125251,0.393775433,0.082793273,0.019254584,0.002232317,0.059241254,0.002461915
DR Congo,COD,250,COD.25_1,Democratic Republic of the Congo,Tshopo,NA,NA,Province,Province,NA,CD.TO,CD-TO,0.19635345,0.240810007,0.350008935,0.115056045,0.035590053,0.002268199,0.056625832,0.003287449
DR Congo,COD,251,COD.26_1,Democratic Republic of the Congo,Tshuapa,NA,NA,Province,Province,NA,CD.TP,NA,0.220591933,0.321840674,0.255503058,0.101580121,0.048433125,0.002371323,0.045672607,0.004007149
NA,DJI,252,DJI.1_2,Djibouti,Ali Sabieh,`Ali Sabîh,????? ??? ????,NA,Region,NA,DJ.AS,DJ-AS,0.252512425,0.232022807,0.285557896,0.152731299,0.015753377,0.003626912,0.05447381,0.00332146
NA,DJI,253,DJI.6_1,Djibouti,Arta,NA,????? ????,NA,Region,NA,DJ.AR,DJ-AR,0.251178563,0.23333101,0.291938156,0.148702011,0.014897249,0.00395235,0.052363805,0.00363686
NA,DJI,254,DJI.2_1,Djibouti,Dikhil,NA,????? ????,NA,Region,NA,DJ.DK,DJ-DI,0.2458767,0.222526327,0.301474243,0.148364618,0.018755997,0.002904515,0.056970775,0.003126824
NA,DJI,255,DJI.3_1,Djibouti,Djiboutii,NA,????? ??????,NA,Region,NA,DJ.DB,DJ-DJ,NA,NA,NA,NA,NA,NA,NA,NA
NA,DJI,256,DJI.4_1,Djibouti,Obock,NA,????? ?????,NA,Region,NA,DJ.OB,DJ-OB,0.251606256,0.22262615,0.294276327,0.1430334,0.023359276,0.002097313,0.059934445,0.003066859
NA,DJI,257,DJI.5_1,Djibouti,Tadjoura,NA,????? ???????,NA,Region,NA,DJ.TA,DJ-TA,0.249877855,0.22078459,0.300300539,0.140752673,0.022255406,0.00206683,0.060961131,0.003000939
NA,EGY,258,EGY.1_1,Egypt,Ad Daqahliyah,Al Daqahliyah|Dacahlia|Dagahlia|,????????,Muhafazah,Governorate,NA,EG.DQ,EG-DK,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,259,EGY.2_1,Egypt,Al Bahr al Ahmar,Mar Rojo|Mar Vermelho|Mer Rouge|,?????? ????? ??????,Muhafazah,Governorate,NA,EG.BA,EG-BA,0.323229313,0.311033547,0.170905516,0.111962505,0.026239518,0.004921952,0.047880542,0.003827113
NA,EGY,260,EGY.3_1,Egypt,Al Buhayrah,Beheira|Behera|El Buhayra|Béhéra,???????,Muhafazah,Governorate,NA,EG.BH,EG-BH,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,261,EGY.4_1,Egypt,Al Fayyum,El Faiyum|el Fayoum|Faium|Faiy?m,?????? ??????,Muhafazah,Governorate,NA,EG.FY,EG-FYM,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,262,EGY.5_1,Egypt,Al Gharbiyah,al-Garb?yah|El Gharbiya|Garbia|G,?????? ???????,Muhafazah,Governorate,NA,EG.GH,EG-GH,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,263,EGY.6_1,Egypt,Al Iskandariyah,Alexandria|Alexandrie|El Iskanda,?????? ??????????,Muhafazah,Governorate,NA,EG.IK,EG-ALX,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,264,EGY.7_1,Egypt,Al Isma`iliyah,As Ismailiyah|Ismailia|Ismaïlia|,?????? ???????????,Muhafazah,Governorate,NA,EG.IS,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,265,EGY.8_1,Egypt,Al Jizah,El Giza|El G?zah|Gizeh|Giza|Guiz,NA,Muhafazah,Governorate,NA,EG.JZ,EG-GZ,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,266,EGY.9_1,Egypt,Al Minufiyah,Menoufieh|Menufia|Men?f?ya|Min?f,?????? ????????,Muhafazah,Governorate,NA,EG.MF,EG-MNF,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,267,EGY.10_1,Egypt,Al Minya,Minia|Minieh|Menia|Minya,NA,Muhafazah,Governorate,NA,EG.MN,EG-MN,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,268,EGY.11_1,Egypt,Al Qahirah,Cairo|El Cairo|El Qahira|Le Cair,NA,Muhafazah,Governorate,NA,EG.QH,EG-C,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,269,EGY.12_1,Egypt,Al Qalyubiyah,Caliubia|Kalioubieh|Kalioubiya|Q,?????? ?????????,Muhafazah,Governorate,NA,EG.QL,EG-KB,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,270,EGY.13_1,Egypt,Al Uqsur,Luxor,NA,Muhafazah,Governorate,NA,EG.UQ,EG-LX,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,271,EGY.14_1,Egypt,Al Wadi al Jadid,Al Wadi/Al Jadid|El-Wadi El-Gidi,?????? ?????? ???????,Muhafazah,Governorate,NA,EG.WJ,EG-WAD,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,272,EGY.15_1,Egypt,As Suways,El Suweiz|Es Suweis|Suez,?????? ??????,Muhafazah,Governorate,NA,EG.SW,EG-SUZ,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,273,EGY.16_1,Egypt,Ash Sharqiyah,Charkieh|Sharqia|Sharq?ya|Sharqu,?????? ????????,Muhafazah,Governorate,NA,EG.SQ,EG-SHR,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,274,EGY.17_1,Egypt,Aswan,Assouan|Assuã|Assuán|Syene,?????? ?????,Muhafazah,Governorate,NA,EG.AN,EG-ASN,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,275,EGY.18_1,Egypt,Asyut,Asyiut|Assiout|Assiut|Assyut|Asy,NA,Muhafazah,Governorate,NA,EG.AT,EG-AST,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,276,EGY.19_1,Egypt,Bani Suwayf,Beni Suwayf|Beni Souef|Beni Suef,?????? ??? ????,Muhafazah,Governorate,NA,EG.BN,EG-BNS,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,277,EGY.20_1,Egypt,Bur Sa`id,Bur Said|Canal|Port Said|Port-Sa,?????? ???????,Muhafazah,Governorate,NA,EG.BS,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,278,EGY.21_1,Egypt,Dumyat,Damietta|Damiette|Dumi?t,NA,Muhafazah,Governorate,NA,EG.DT,EG-DT,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,279,EGY.22_1,Egypt,Janub Sina',Janub Sina|Sina al-Janubiyah|Sin,?????? ???? ?????,Muhafazah,Governorate,NA,EG.JS,EG-JS,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,280,EGY.23_1,Egypt,Kafr ash Shaykh,Kafr-El-Sheikh|Kafr ash Shaikh|K,?????? ??? ?????,Muhafazah,Governorate,NA,EG.KS,EG-KFS,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,281,EGY.24_1,Egypt,Matrouh,Mars? Matr?h|Mersa Matruh|Wester,?????? ?????,Muhafazah,Governorate,NA,EG.MT,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,282,EGY.25_1,Egypt,Qina,Kena|Qena|Quena,?????? ???,Muhafazah,Governorate,NA,EG.QN,EG-KN,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,283,EGY.26_1,Egypt,Shamal Sina',Shamal Sina|Nord Sinaï|North Sin,?????? ???? ?????,Muhafazah,Governorate,NA,EG.SS,EG-SIN,NA,NA,NA,NA,NA,NA,NA,NA
NA,EGY,284,EGY.27_1,Egypt,Suhaj,Girga|Girgeh|Sawh?j|Sohag|Suhag,NA,Muhafazah,Governorate,NA,EG.SJ,EG-SHG,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,285,GNQ.1_1,Equatorial Guinea,Annobon,NA,NA,Provincia,Province,NA,GQ.AN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,286,GNQ.2_1,Equatorial Guinea,Bioko Norte,NA,NA,Provincia,Province,NA,GQ.BN,GQ-BN,0.135579273,0.604199588,0.12827301,0.035652634,0.056763608,0.002885809,0.032746635,0.003899441
Equatorial Guinea,GNQ,287,GNQ.3_1,Equatorial Guinea,Bioko Sur,NA,NA,Provincia,Province,NA,GQ.BS,NA,0.134539694,0.608980417,0.122852735,0.037461784,0.056718759,0.003122515,0.032414775,0.003909318
Equatorial Guinea,GNQ,288,GNQ.4_1,Equatorial Guinea,Centro Sur,NA,NA,Provincia,Province,NA,GQ.CS,NA,0.158022523,0.573718846,0.133892521,0.052644625,0.050887853,0.002751823,0.02443913,0.003642651
Equatorial Guinea,GNQ,289,GNQ.5_1,Equatorial Guinea,Kie-Ntem,NA,NA,Provincia,Province,NA,GQ.KN,NA,0.172580242,0.572707355,0.113950178,0.055671655,0.053416796,0.003036284,0.025097547,0.003539947
Equatorial Guinea,GNQ,290,GNQ.6_1,Equatorial Guinea,Litoral,NA,NA,Provincia,Province,NA,GQ.LI,GQ-LI,0.152503684,0.573807716,0.140871465,0.05077767,0.050581116,0.002980198,0.024919851,0.003558324
