Country,Iso code,Age group,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Congo-Brazzaville,COG,0-30mo,Bouenza,raw cases,4,2101.28924442975,167.398167122574,128.314419730125,10.2221047079355,120.336299995162,9.54522200465104,7.34828988787777,0.582875311415968,1980.95294443459,157.852945117923,120.966129842247,9.63922939651951,5.7267841785303,5.70210664114485,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Brazzaville,raw cases,4,2521.90698343971,187.180999212555,67.3532452458539,4.99909307841789,142.347069209372,9.06536051684154,3.8017013020086,0.242111011287228,2379.55991423034,178.115638695713,63.5515439438453,4.75698206713066,5.64442186583821,4.8430986878894,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Cuvette,raw cases,4,2447.59557226622,168.213610654126,244.369114114922,16.7945274470166,120.890737185741,7.32683968768879,12.0697890964996,0.731515183321232,2326.70483508048,160.886770966437,232.299325018423,16.0630122636953,4.93916309359102,4.35567589281102,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Cuvette_Ouest,raw cases,4,2982.17973990356,200.064243328868,300.355828496483,20.1498456828452,139.256485515251,10.1767650122577,14.0254782502795,1.02497198467639,2842.9232543883,189.887478316611,286.330350246203,19.1248736981688,4.66962080292836,5.08674855782648,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Kouilou,raw cases,4,3739.46181934848,282.782165711054,143.538627935141,10.85454699943,189.475244174577,15.0285989129407,7.2729761367728,0.576870301653969,3549.9865751739,267.753566798113,136.265651798368,10.2776766977761,5.06691212072835,5.31454976135125,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Lekoumou,raw cases,4,2212.46205308692,158.220212519086,233.580469858515,16.7040838190911,122.271390491026,9.58736643125138,12.9087903683136,1.01218529492649,2090.19066259589,148.632846087835,220.671679490201,15.6918985241646,5.52648531623075,6.05950799749738,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Likouala,raw cases,4,19115.36980932,1246.82286267457,274.59513958743,17.9107964654701,789.420351017339,56.6959390691807,11.3401411347571,0.814445624544049,18325.9494583027,1190.12692360539,263.254998452673,17.0963508409261,4.12976761052483,4.54723287216291,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Niari,raw cases,4,1157.56818770654,79.0605882561672,131.274962251778,8.96593034358928,65.2366084845607,5.22334050301082,7.39821066887839,0.592357180028829,1092.33157922198,73.8372477531563,123.8767515829,8.37357316356045,5.63566009997324,6.60675643607214,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Plateaux,raw cases,4,1242.08450036843,88.4569903324871,190.028623649741,13.5331856408279,46.11337724544,3.59193319065149,7.05496414067883,0.549535977833116,1195.97112312299,84.8650571418356,182.973659509063,12.9836496629948,3.71257971834941,4.06065498854339,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Pointe_Noire,raw cases,4,509.347682221096,45.0970838079997,84.643232092256,7.49421871284279,31.8584365607652,2.84723905705208,5.29422462108846,0.473153260023244,477.489245660331,42.2498447509476,79.3490074711675,7.02106545281955,6.2547524358688,6.31357688043459,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Pool,raw cases,4,4627.33211170285,328.746940045664,112.050255010536,7.96056508952292,264.618123890824,13.2781581622052,6.40769401171535,0.321528900936787,4362.71398781203,315.468781883458,105.642560998821,7.63903618858613,5.71858940536354,4.03902106597882,PMC co-delivery with EPI only
Congo-Brazzaville,COG,0-30mo,Sangha,raw cases,4,3405.09225963343,194.431889296174,521.376960379993,29.7707961231839,153.232024279109,10.0321571215096,23.4624030598559,1.5360921781985,3251.86023535432,184.399732174664,497.914557320137,28.2347039449854,4.50008436175544,5.1597282512787,PMC co-delivery with EPI only
