Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction
Central African Republic,CAF,n_age_0_916,4,4380.590602,240.6194152,460.0244319,24.93338791,529.8296916,24.03522775,56.35247366,2.464422514,3850.760911,216.5841874,403.6719583,22.46896539,11.50870377,9.694302121
