Country,Iso code,Age group,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Mozambique,MOZ,0-30mo,Cabo_Delgado,raw cases,6,122200.850791155,5206.6919506964005,1093.88930326407,46.6080603644223,8889.08203653865,458.063088339181,79.5712279632526,4.1003831749967,113311.768754616,4748.62886235722,1014.31807530081,42.5076771894256,7.27415724112297,8.79758381476584,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Gaza,raw cases,6,113.704311999063,8.08793425113176,1.44221312020561,0.102586477920369,7.64334192516002,0.047657108165982,0.096947317237839,6.0447757397803e-4,106.060970073903,8.04027714296578,1.34526580296777,0.101982000346391,6.72212143126375,0.589237086828601,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Inhambane,raw cases,6,13194.5983909723,1080.49538408654,174.889050656469,14.3215281255458,828.319818472772,58.0443314722143,10.9790432721134,0.769354074020962,12366.2785724995,1022.45105261432,163.910007384356,13.5521740515249,6.27771906297282,5.37201105410418,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Manica,raw cases,6,20489.6463380377,1475.58015450929,171.185905090527,12.3281056254427,1421.91433775699,111.65998052476,11.8797410582071,0.932891398571227,19067.7320002807,1363.92017398453,159.30616403232,11.3952142268714,6.93967242917855,7.56719180476463,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Maputo,raw cases,6,83.0785895241025,5.20089716565571,1.49960150723173,0.0938782576022409,6.09501755019065,1.09516964784633,0.110017485338,0.0197682467166626,76.9835719739118,4.10572751780938,1.38958402189373,0.0741100108855783,7.33644803685837,21.0573217074607,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Maputo_City,raw cases,6,16706.5345472056,1335.013913061,130.29389756549,10.4117443115077,1467.24662386436,118.225258768647,11.4430243311633,0.922036207576765,15239.2879233413,1216.78865429236,118.850873234327,9.48970810393089,8.7824714318732,8.8557323344723,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Nampula,raw cases,6,426982.00981819,17717.0589896019,1386.23721840167,57.5200968829149,15210.484090506,767.529708552611,49.3822659299956,2.4918573236321,411771.525727684,16949.5292810493,1336.85495247167,55.0282395592828,3.56232434640106,4.33215077628332,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Nassa,raw cases,6,50242.4161695189,2930.99506144256,455.431478617201,26.5685354412222,2485.80316126687,183.588809101959,22.5330128524733,1.66417400199797,47756.613008252,2747.4062523406,432.898465764727,24.9043614392242,4.94761866722278,6.26370243734225,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Sofala,raw cases,6,25947.1487100396,1840.28799896461,218.550747924074,15.5005978908886,1743.46696924588,146.66216219178,14.6850821401495,1.23532360327411,24203.6817407937,1693.62583677283,203.865665783924,14.2652742876144,6.71930079381436,7.96952228533228,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Tete,raw cases,6,60276.3183138746,3893.08821662456,339.335894492687,21.916809275711,2894.53658500804,228.26690621702,16.2952912303109,1.28506778401562,57381.7817288666,3664.82131040754,323.040603262376,20.6317414916954,4.8021124481018,5.86338899905368,PMC co-delivery with EPI only
Mozambique,MOZ,0-30mo,Zambezia,raw cases,6,849311.70332666,23577.0361762287,2918.95027256577,81.030552038003,33818.4192038713,1247.27056753744,116.228569047419,4.28667207671386,815493.284122789,22329.7656086913,2802.72170351835,76.7438799612891,3.98186190905038,5.29019236436082,PMC co-delivery with EPI only
