Country,Iso code,Age group,age_in_days_midpoint,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,Scenario
Mozambique,MOZ,n_age_0_6,3,Cabo_Delgado,raw cases,6,43.7170563786309,5.11861499479648,56.7594807420798,6.64568828026774,0,0,0,0,43.7170563786309,5.11861499479648,56.7594807420798,6.64568828026774,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_7_13,10,Cabo_Delgado,raw cases,6,59.7281089323644,3.52785573843126,66.5233192781937,3.92921654226196,0,0,0,0,59.7281089323644,3.52785573843126,66.5233192781937,3.92921654226196,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_14_20,17,Cabo_Delgado,raw cases,6,91.9342106877281,5.24505953043155,102.483392604179,5.84691477817038,0,0,0,0,91.9342106877281,5.24505953043155,102.483392604179,5.84691477817038,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_21_27,24,Cabo_Delgado,raw cases,6,91.3285189737342,3.68100181515768,101.903460303367,4.10722550373802,0,0,0,0,91.3285189737342,3.68100181515768,101.903460303367,4.10722550373802,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_28_34,31,Cabo_Delgado,raw cases,6,112.327095988222,9.04672457135888,125.44148958496,10.1029461868676,0,0,0,0,112.327095988222,9.04672457135888,125.44148958496,10.1029461868676,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_35_41,38,Cabo_Delgado,raw cases,6,114.427023105284,3.74427277438322,127.896643778725,4.1850247279006,0,0,0,0,114.427023105284,3.74427277438322,127.896643778725,4.1850247279006,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_42_48,45,Cabo_Delgado,raw cases,6,134.283740981418,12.3366691285293,150.23328992136,13.8019567842298,0,0,0,0,134.283740981418,12.3366691285293,150.23328992136,13.8019567842298,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_49_55,52,Cabo_Delgado,raw cases,6,158.663994528435,3.55893914743063,177.66306707993,3.98510100771502,0,0,0,0,158.663994528435,3.55893914743063,177.66306707993,3.98510100771502,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_56_62,59,Cabo_Delgado,raw cases,6,219.52160509566,17.7154609380493,246.024152228564,19.8542246296102,0,0,0,0,219.52160509566,17.7154609380493,246.024152228564,19.8542246296102,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_63_69,66,Cabo_Delgado,raw cases,6,240.438184489815,19.3687292712951,269.707641943105,21.7265585758766,171.510543215855,13.7903983051747,192.389175942595,15.4691561002966,68.9276412739608,5.5783309661204,77.3184660005102,6.25740247558002,PMC co-delivery with EPI only
Mozambique,MOZ,n_age_70_76,73,Cabo_Delgado,raw cases,6,253.357430691264,12.5510081630892,284.459768686837,14.0917788324495,146.113016452088,7.15763276870162,164.049954045931,8.0363088470505,107.244414239176,5.39337539438753,120.409814640906,6.055469985399,PMC co-delivery with EPI only
