Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Mozambique,MOZ,0-30mo,6,1585548.00930718,59069.5366766324,1006.98177987137,37.5172106883411,68773.0111860062,3320.45363946163,43.6750243991853,2.10870374222337,1516774.99812117,55749.0830371707,963.30675547218,35.4085069461177,5.47943034674984,6.47260162623248,PMC co-delivery with EPI only
