Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Guinea,GIN,0-30mo,4,849157.474944232,32064.3017303494,1366.41867344773,51.5925262430781,25891.115204132,1325.8203992083,41.6599570560116,2.13323451002637,823266.3597401,30738.4813311411,1324.75871639171,49.4592917330517,3.18517851024832,4.11331791136824,PMC co-delivery with EPI only
