Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Cote d’Ivoire,CIV,0-30mo,5,901048.503701596,45104.6973780265,718.395288484476,35.9622991275579,54814.1660447351,3394.67930257022,43.7035118291927,2.70662426362426,846234.337656861,41710.0180754563,674.691776655283,33.2556748639337,6.16518698732436,7.51231537720223,PMC co-delivery with EPI only
