Country,Iso code,Age group,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,Scenario
Togo,TGO,0-30mo,4,284846.408432673,12173.1411049013,751.631094575202,32.1243888957711,14651.0601551858,827.256114382925,38.6604242025312,2.18301832790659,270195.348277487,11345.8849905184,712.970670372671,29.9413705678645,5.14056299269614,6.30734824819733,PMC co-delivery with EPI only
