Country,Rurality,Iso code,Admin-1 unit,Age group,age_in_days_midpoint,infection_class,units,value,N doses,Scenario
Togo,rural/urban merged,TGO,Centre,n_age_0_6,3,clinical,ppy,0.0885913433768334,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_7_13,10,clinical,ppy,0.128664703744829,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_14_20,17,clinical,ppy,0.182087597609803,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_21_27,24,clinical,ppy,0.141995511022974,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_28_34,31,clinical,ppy,0.172707826661504,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_35_41,38,clinical,ppy,0.199131534996952,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_42_48,45,clinical,ppy,0.0299879499210971,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_49_55,52,clinical,ppy,0.0373217674630901,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_56_62,59,clinical,ppy,0.0602867366509403,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_63_69,66,clinical,ppy,0.112213798926823,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_70_76,73,clinical,ppy,0.062518742138106,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_77_83,80,clinical,ppy,0.0779237423276883,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_84_90,87,clinical,ppy,0.0920580109811075,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_91_97,94,clinical,ppy,0.174223775996529,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_98_104,101,clinical,ppy,0.105221096990978,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_105_111,108,clinical,ppy,0.123218916092742,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_112_118,115,clinical,ppy,0.161444654629473,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_119_125,122,clinical,ppy,0.264962042407707,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_126_132,129,clinical,ppy,0.437386823874151,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_133_139,136,clinical,ppy,0.570269075394662,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_140_146,143,clinical,ppy,0.665905472185511,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_147_153,150,clinical,ppy,0.779011221891855,4,PMC co-delivery with EPI only
Togo,rural/urban merged,TGO,Centre,n_age_154_160,157,clinical,ppy,0.73615102269213,4,PMC co-delivery with EPI only
