Country,Iso code,Age group,age_in_days_midpoint,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,scenario,Scenario
Angola,AGO,0-6mo,91,Bie,raw cases,5,5386.80951854927,319.028255485462,4458.33743839604,264.107818639023,519.393398893633,30.7815902460687,430.00182940579,25.4950410833507,928.472080153236,54.9204368464399,89.3915694878436,5.28654916271804,17.2360295450596,17.2149130687086,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,6-12mo,273.5,Bie,raw cases,5,12160.8039860814,630.993911624694,11407.481528817,587.980744382502,1199.85060638697,62.2312794333078,1125.83613120628,58.0051328289697,753.322457264361,43.0131672421916,74.0144751806861,4.2261466043381,6.19467642210641,6.81673253097491,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,12-18mo,456,Bie,raw cases,5,13665.8515480721,579.033239478656,13568.7656540624,574.678530518038,1381.86202500748,58.5478082678631,1372.02295537033,58.1065081498241,97.0858940096459,4.35470896061793,9.83906963714571,0.441300118038967,0.71042696218475,0.752065453882885,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,18-24mo,638.5,Bie,raw cases,5,14349.4835785278,506.61236484732,14349.4835785278,506.61236484732,1482.74030745523,52.3219079604532,1482.74030745523,52.3219079604532,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,24-30mo,821,Bie,raw cases,5,14202.534897322499,396.088836419594,14202.534897322499,396.088836419594,1443.47142548638,40.2479965159584,1443.47142548638,40.2479965159584,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,0-6mo,91,Cabinda,raw cases,5,2852.36154579917,208.658300593076,2075.74159254403,154.691951496294,191.253876630245,13.9949484589117,139.260713016484,10.3810398978549,776.619953255143,53.9663490967817,51.9931636137609,3.61390856105674,27.2272620698772,25.863504563869,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,6-12mo,273.5,Cabinda,raw cases,5,5091.62436470933,364.436465481415,4196.49907712586,308.160426132941,349.357715606957,25.0242152917297,288.146813227197,21.1758816290481,895.125287583468,56.2760393484745,61.2109023797603,3.84833366268159,17.5803481063468,15.4419342406185,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,12-18mo,456,Cabinda,raw cases,5,5867.97002722602,360.212946115771,5716.32596005993,350.690268747713,412.749697787472,25.3292559714737,402.060886987837,24.6582021599238,151.644067166083,9.52267736805749,10.688810799635,0.671053811549857,2.58426792336174,2.64362440904524,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,18-24mo,638.5,Cabinda,raw cases,5,6512.53076019266,399.35992627145,6512.53076019266,399.35992627145,467.939640941618,28.6911765102692,467.939640941618,28.6911765102692,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,24-30mo,821,Cabinda,raw cases,5,6875.06463911602,354.746780013728,6875.06463911602,354.746780013728,485.857228297531,25.0732527109074,485.857228297531,25.0732527109074,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
