Country,Rurality,Iso code,Admin-1 unit,Age group,age_in_days_midpoint,infection_class,units,value,N doses,scenario,Scenario
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_840_846,843,severe,ppy,0.0618922773349996,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_847_853,850,severe,ppy,0.0358880166675624,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_854_860,857,severe,ppy,0.0348228532776629,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_861_867,864,severe,ppy,0.0349918141542462,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_868_874,871,severe,ppy,0.0405596080886157,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_875_881,878,severe,ppy,0.0444986675094479,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_882_888,885,severe,ppy,0.0443470699116195,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_889_895,892,severe,ppy,0.0371463553399357,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_896_902,899,severe,ppy,0.0224664754310102,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_903_909,906,severe,ppy,0.0511685910126299,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuando_Cubango,n_age_910_916,913,severe,ppy,0.0336037833587735,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_0_6,3,clinical,ppy,0.0920586671647833,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_7_13,10,clinical,ppy,0.101797506652847,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_14_20,17,clinical,ppy,0.138787032262878,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_21_27,24,clinical,ppy,0.149838655948882,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_28_34,31,clinical,ppy,0.185710513806478,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_35_41,38,clinical,ppy,0.194031064417374,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_42_48,45,clinical,ppy,0.257256482579226,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_49_55,52,clinical,ppy,0.271856809680127,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_56_62,59,clinical,ppy,0.277802309000373,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_63_69,66,clinical,ppy,0.131745559929324,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_70_76,73,clinical,ppy,0.143170756677723,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_77_83,80,clinical,ppy,0.216409308823585,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_84_90,87,clinical,ppy,0.25932988484982,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_91_97,94,clinical,ppy,0.310731937866676,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_98_104,101,clinical,ppy,0.428773641517484,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_105_111,108,clinical,ppy,0.464665058719971,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_112_118,115,clinical,ppy,0.510101858908708,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_119_125,122,clinical,ppy,0.260296860836787,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_126_132,129,clinical,ppy,0.303788664189906,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_133_139,136,clinical,ppy,0.366402879889569,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_140_146,143,clinical,ppy,0.467875901638372,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_147_153,150,clinical,ppy,0.522344461599746,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_154_160,157,clinical,ppy,0.606681246913529,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_161_167,164,clinical,ppy,0.67663963156375,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_168_174,171,clinical,ppy,0.735088644189845,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_175_181,178,clinical,ppy,0.79258446539331,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_182_188,185,clinical,ppy,0.539203531599993,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_189_195,192,clinical,ppy,0.530701274579547,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_196_202,199,clinical,ppy,0.589268684081922,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_203_209,206,clinical,ppy,0.66343615441584,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_210_216,213,clinical,ppy,0.755002792173762,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_217_223,220,clinical,ppy,0.893850082704311,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_224_230,227,clinical,ppy,0.861732810777576,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_231_237,234,clinical,ppy,0.858857991785185,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_238_244,241,clinical,ppy,0.889554003941162,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_245_251,248,clinical,ppy,0.943289765759146,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_252_258,255,clinical,ppy,0.922905528701602,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_259_265,262,clinical,ppy,0.928874296098657,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_266_272,269,clinical,ppy,0.941801791385154,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_273_279,276,clinical,ppy,0.604040791684402,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_280_286,283,clinical,ppy,0.557676548006927,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_287_293,290,clinical,ppy,0.674475898006,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_294_300,297,clinical,ppy,0.746293260454709,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_301_307,304,clinical,ppy,0.804982880582915,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_308_314,311,clinical,ppy,0.940806435903168,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_315_321,318,clinical,ppy,0.940008729050422,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_322_328,325,clinical,ppy,0.9442853128963,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_329_335,332,clinical,ppy,0.903039752836077,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_336_342,339,clinical,ppy,0.986618951431093,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_343_349,346,clinical,ppy,1.02004217102072,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_350_356,353,clinical,ppy,1.07659402107523,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_357_363,360,clinical,ppy,1.07117951917835,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_364_370,367,clinical,ppy,1.00766987877036,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_371_377,374,clinical,ppy,1.06126915596592,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_378_384,381,clinical,ppy,0.994183794486078,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_385_391,388,clinical,ppy,1.0871898716833,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_392_398,395,clinical,ppy,1.10431218467408,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_399_405,402,clinical,ppy,1.01201712817725,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_406_412,409,clinical,ppy,1.04711444344545,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_413_419,416,clinical,ppy,1.12003335274289,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_420_426,423,clinical,ppy,1.02169978401831,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_427_433,430,clinical,ppy,1.09297280983427,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_434_440,437,clinical,ppy,1.08732801297573,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_441_447,444,clinical,ppy,1.14350326750865,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_448_454,451,clinical,ppy,1.09364333838657,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_455_461,458,clinical,ppy,0.823161703651225,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_462_468,465,clinical,ppy,0.841347057804801,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_469_475,472,clinical,ppy,0.927034607767413,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_476_482,479,clinical,ppy,0.885958135706393,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_483_489,486,clinical,ppy,0.960834513170778,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_490_496,493,clinical,ppy,1.0173750376352,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_497_503,500,clinical,ppy,1.09194700366211,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_504_510,507,clinical,ppy,1.06611631460906,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_511_517,514,clinical,ppy,1.15419212787304,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_518_524,521,clinical,ppy,1.07907346412914,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_525_531,528,clinical,ppy,1.12790914884981,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_532_538,535,clinical,ppy,1.12835032752576,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_539_545,542,clinical,ppy,1.16269922311679,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_546_552,549,clinical,ppy,1.15580858530057,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_553_559,556,clinical,ppy,1.16109825386718,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_560_566,563,clinical,ppy,1.16111308045416,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_567_573,570,clinical,ppy,1.18132267253457,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_574_580,577,clinical,ppy,1.18812756803124,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_581_587,584,clinical,ppy,1.15193712239219,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_588_594,591,clinical,ppy,1.19782437104156,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_595_601,598,clinical,ppy,1.213149585562,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_602_608,605,clinical,ppy,1.11768522866932,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_609_615,612,clinical,ppy,1.20715526513505,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_616_622,619,clinical,ppy,1.11442595728025,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_623_629,626,clinical,ppy,1.19300622670613,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_630_636,633,clinical,ppy,1.17487370788101,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_637_643,640,clinical,ppy,1.22416321767181,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_644_650,647,clinical,ppy,1.15265442857763,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_651_657,654,clinical,ppy,1.26012300638501,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_658_664,661,clinical,ppy,1.1322141832251,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_665_671,668,clinical,ppy,1.2408611800773,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_672_678,675,clinical,ppy,1.20212351296262,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_679_685,682,clinical,ppy,1.18411389121735,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_686_692,689,clinical,ppy,1.15242703056164,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_693_699,696,clinical,ppy,1.18065278136167,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_700_706,703,clinical,ppy,1.15663885166837,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_707_713,710,clinical,ppy,1.33261214682261,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_714_720,717,clinical,ppy,1.21731918123365,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_721_727,724,clinical,ppy,1.2438306079475001,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_728_734,731,clinical,ppy,1.17168706192417,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_735_741,738,clinical,ppy,1.19680135651215,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_742_748,745,clinical,ppy,1.21335517161631,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_749_755,752,clinical,ppy,1.10983456649943,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_756_762,759,clinical,ppy,1.28878691978337,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_763_769,766,clinical,ppy,1.23761525886753,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_770_776,773,clinical,ppy,1.19832999244379,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_777_783,780,clinical,ppy,1.18939496888104,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_784_790,787,clinical,ppy,1.19210938245102,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_791_797,794,clinical,ppy,1.21193992386157,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_798_804,801,clinical,ppy,1.21905278834045,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_805_811,808,clinical,ppy,1.25347874682479,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_812_818,815,clinical,ppy,1.19942478697734,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_819_825,822,clinical,ppy,1.20021007430154,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_826_832,829,clinical,ppy,1.23429853392853,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_833_839,836,clinical,ppy,1.2652917432393,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_840_846,843,clinical,ppy,1.29553191869602,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_847_853,850,clinical,ppy,1.23766014825857,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_854_860,857,clinical,ppy,1.18659219712891,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_861_867,864,clinical,ppy,1.24578020079048,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_868_874,871,clinical,ppy,1.35072965230946,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_875_881,878,clinical,ppy,1.25475019965503,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_882_888,885,clinical,ppy,1.19215514004217,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_889_895,892,clinical,ppy,1.22806068228388,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_896_902,899,clinical,ppy,1.21259402971895,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_903_909,906,clinical,ppy,1.30451407738037,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_910_916,913,clinical,ppy,1.27179372062857,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_0_6,3,severe,ppy,0.00464318801623466,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_7_13,10,severe,ppy,0.00291055116420275,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_14_20,17,severe,ppy,0.0132482427188311,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_21_27,24,severe,ppy,0.0171576848267454,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_28_34,31,severe,ppy,0.020482933972412,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_35_41,38,severe,ppy,0.012727751766252,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_42_48,45,severe,ppy,0.0208327533438162,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_49_55,52,severe,ppy,0.0206779725911999,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_56_62,59,severe,ppy,0.0115609994546086,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_63_69,66,severe,ppy,0.00474272095129483,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_70_76,73,severe,ppy,0.00848208509980885,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_77_83,80,severe,ppy,0.0078292796510386,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_84_90,87,severe,ppy,0.0105438306750512,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_91_97,94,severe,ppy,0.0103020610239431,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_98_104,101,severe,ppy,0.0274988694308064,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_105_111,108,severe,ppy,0.0248183917986474,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_112_118,115,severe,ppy,0.0323045506926291,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_119_125,122,severe,ppy,0.0229109134061372,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_126_132,129,severe,ppy,0.0158028883767867,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_133_139,136,severe,ppy,0.0226138941354612,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_140_146,143,severe,ppy,0.0241917920751061,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_147_153,150,severe,ppy,0.0253550252280434,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_154_160,157,severe,ppy,0.0382767417895551,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_161_167,164,severe,ppy,0.0268489667132977,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_168_174,171,severe,ppy,0.0474898418090115,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_175_181,178,severe,ppy,0.0466119963148792,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_182_188,185,severe,ppy,0.0354162510767271,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Cuanza_Norte,n_age_189_195,192,severe,ppy,0.0352732880520901,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
